Datetime,AAPL_Open,AMZN_Open,GOOG_Open,META_Open,NFLX_Open
2023-02-03 04:00:00-05:00,145.5,106.09,103.32,183.1,362.45
2023-02-03 04:01:00-05:00,145.11,106.17,102.65,183.5,362.3
2023-02-03 04:02:00-05:00,145.16,105.66,102.73,183.63,362.32
2023-02-03 04:03:00-05:00,144.85,105.71,102.66,183.62,362.2
2023-02-03 04:04:00-05:00,144.87,105.99,102.6,183.7,362.0
2023-02-03 04:05:00-05:00,145.06,105.93,102.59,183.7,362.5
2023-02-03 04:06:00-05:00,145.01,106.11,102.69,183.65,362.5
2023-02-03 04:07:00-05:00,145.01,106.1,102.79,183.62,362.5
2023-02-03 04:08:00-05:00,145.22,106.04,102.96,183.54,362.5
2023-02-03 04:09:00-05:00,145.2,106.17,102.87,183.71,362.19
2023-02-03 04:10:00-05:00,145.2,106.14,103.37,183.58,361.88
2023-02-03 04:11:00-05:00,145.24,106.2,103.25,183.51,361.82
2023-02-03 04:12:00-05:00,145.33,106.25,103.3,183.61,362.92
2023-02-03 04:13:00-05:00,145.39,106.49,103.42,183.9,362.79
2023-02-03 04:14:00-05:00,145.38,106.47,103.29,183.76,363.33
2023-02-03 04:15:00-05:00,145.31,106.59,103.31,183.53,363.45
2023-02-03 04:16:00-05:00,145.27,106.6,103.34,183.81,363.45
2023-02-03 04:17:00-05:00,145.27,106.65,103.52,183.71,363.45
2023-02-03 04:18:00-05:00,145.3,106.6,103.42,183.71,363.45
2023-02-03 04:19:00-05:00,145.32,106.56,103.49,183.71,363.4633333333333
2023-02-03 04:20:00-05:00,145.45,106.59,103.5,183.79,363.4766666666667
2023-02-03 04:21:00-05:00,145.46,106.51,103.6,183.77,363.49
2023-02-03 04:22:00-05:00,145.5,106.5,103.56,183.9,363.8
2023-02-03 04:23:00-05:00,145.43,106.36,103.57,184.07,363.75
2023-02-03 04:24:00-05:00,145.45,106.44,103.59,184.09,363.68
2023-02-03 04:25:00-05:00,145.48,106.44,103.58,184.2,362.94
2023-02-03 04:26:00-05:00,145.48,106.41,103.59,184.31,363.0
2023-02-03 04:27:00-05:00,145.49,106.34,103.6,184.39,362.905
2023-02-03 04:28:00-05:00,145.49,106.37,103.55,184.41,362.81
2023-02-03 04:29:00-05:00,145.43,106.3,103.6,184.2,363.2
2023-02-03 04:30:00-05:00,145.5,106.37,103.6,184.4,363.2
2023-02-03 04:31:00-05:00,145.49,106.35,103.6,184.28,363.89
2023-02-03 04:32:00-05:00,145.58,106.6,103.67,184.35,363.75
2023-02-03 04:33:00-05:00,145.85,106.56,103.7,184.53,363.4
2023-02-03 04:34:00-05:00,145.82,106.55,103.79,184.53,363.3666666666667
2023-02-03 04:35:00-05:00,145.82,106.58,103.9,184.53,363.3333333333333
2023-02-03 04:36:00-05:00,145.87,106.59,103.87,184.53,363.3
2023-02-03 04:37:00-05:00,145.84,106.6,104.0,184.61,363.405
2023-02-03 04:38:00-05:00,145.85,106.58,104.13,184.38,363.51
2023-02-03 04:39:00-05:00,145.85,106.59,104.01,184.39,363.83
2023-02-03 04:40:00-05:00,145.93,106.8,104.13,184.42,363.81666666666666
2023-02-03 04:41:00-05:00,146.05,106.8,104.06,184.52,363.80333333333334
2023-02-03 04:42:00-05:00,146.09,106.78,104.17,184.46,363.79
2023-02-03 04:43:00-05:00,146.1,106.77,104.15,184.48,363.89
2023-02-03 04:44:00-05:00,146.1,106.85,104.1,184.6,363.74333333333334
2023-02-03 04:45:00-05:00,146.16,106.85,104.1,184.6,363.59666666666664
2023-02-03 04:46:00-05:00,146.12,106.85,104.19,184.39,363.45
2023-02-03 04:47:00-05:00,146.17,106.75,104.15,184.28,363.5833333333333
2023-02-03 04:48:00-05:00,146.12,106.7,104.07,184.34,363.7166666666667
2023-02-03 04:49:00-05:00,146.21,106.66,104.07,184.39,363.85
2023-02-03 04:50:00-05:00,146.04,106.6,103.95,184.27,363.675
2023-02-03 04:51:00-05:00,146.08,106.62,103.97,184.31,363.5
2023-02-03 04:52:00-05:00,146.02,106.7,104.09,184.31,363.53
2023-02-03 04:53:00-05:00,146.1,106.73,104.045,184.31,363.56
2023-02-03 04:54:00-05:00,146.17,106.73,104.0,184.3,363.59000000000003
2023-02-03 04:55:00-05:00,146.15,106.74,104.18,184.29,363.62
2023-02-03 04:56:00-05:00,146.17,106.75,104.08,184.28,363.88
2023-02-03 04:57:00-05:00,146.18,106.88,104.18,184.32,363.56
2023-02-03 04:58:00-05:00,146.16,106.76,104.14,184.2,363.59000000000003
2023-02-03 04:59:00-05:00,146.1,106.77,104.14,184.14,363.62
2023-02-03 05:00:00-05:00,146.06,106.75,104.1,184.04,363.33
2023-02-03 05:01:00-05:00,146.06,106.66,104.09,184.15,363.34
2023-02-03 05:02:00-05:00,146.09,106.56,104.11,184.15,363.5
2023-02-03 05:03:00-05:00,146.05,106.66,104.07,184.2,363.5
2023-02-03 05:04:00-05:00,146.1,106.61,104.19,184.19,363.5
2023-02-03 05:05:00-05:00,146.11,106.68,104.17,184.18,363.5
2023-02-03 05:06:00-05:00,146.13,106.67,104.2,184.22,363.5
2023-02-03 05:07:00-05:00,146.12,106.84,104.19,184.31,363.5
2023-02-03 05:08:00-05:00,146.14,106.87,104.18,184.67,363.49
2023-02-03 05:09:00-05:00,146.18,107.12,104.2,184.6,363.4916666666667
2023-02-03 05:10:00-05:00,146.17,107.0,104.14,184.52,363.49333333333334
2023-02-03 05:11:00-05:00,146.1,106.83,104.11,184.48,363.495
2023-02-03 05:12:00-05:00,146.02,106.78,104.07,184.46,363.49666666666667
2023-02-03 05:13:00-05:00,145.98,106.79,104.03999999999999,184.51,363.49833333333333
2023-02-03 05:14:00-05:00,145.94,106.65,104.01,184.48,363.5
2023-02-03 05:15:00-05:00,145.85,106.8,104.01333333333334,184.43,363.495
2023-02-03 05:16:00-05:00,145.82,106.7,104.01666666666667,184.51,363.49
2023-02-03 05:17:00-05:00,145.83,106.63,104.02,184.24,363.18
2023-02-03 05:18:00-05:00,145.78,106.73,104.01,184.23,363.01
2023-02-03 05:19:00-05:00,145.72,106.86,104.0,184.24,363.0
2023-02-03 05:20:00-05:00,145.78,106.81,103.96,184.25,363.175
2023-02-03 05:21:00-05:00,145.76,106.8,103.91,184.21,363.35
2023-02-03 05:22:00-05:00,145.78,106.76,103.9,184.25,363.29
2023-02-03 05:23:00-05:00,145.72,106.74,103.87,184.17,363.23
2023-02-03 05:24:00-05:00,145.71,106.68,103.82,184.17,363.16
2023-02-03 05:25:00-05:00,145.73,106.7,103.85,184.18,363.09
2023-02-03 05:26:00-05:00,145.71,106.71,103.88,184.14,363.02
2023-02-03 05:27:00-05:00,145.67,106.73,103.84,184.11,362.9
2023-02-03 05:28:00-05:00,145.67,106.72,103.81,184.21,362.78
2023-02-03 05:29:00-05:00,145.72,106.72,103.8,184.15,363.0
2023-02-03 05:30:00-05:00,145.71,106.69,103.85,184.15,362.61
2023-02-03 05:31:00-05:00,145.68,106.66,103.77,184.01,362.75
2023-02-03 05:32:00-05:00,145.65,106.62,103.75,184.03,362.62
2023-02-03 05:33:00-05:00,145.66,106.61,103.67,184.03,362.635
2023-02-03 05:34:00-05:00,145.68,106.69,103.77,184.14,362.65
2023-02-03 05:35:00-05:00,145.66,106.72,103.93,184.08,362.6
2023-02-03 05:36:00-05:00,145.67,106.69,103.76,184.03,362.55
2023-02-03 05:37:00-05:00,145.67,106.62,103.93,184.05,362.53000000000003
2023-02-03 05:38:00-05:00,145.7,106.61,103.93,184.08,362.51
2023-02-03 05:39:00-05:00,145.7,106.62,103.93,184.03,362.49
2023-02-03 05:40:00-05:00,145.75,106.72,103.93,184.12,362.47
2023-02-03 05:41:00-05:00,145.83,106.66,103.95,184.12,362.435
2023-02-03 05:42:00-05:00,145.8,106.77,103.93,184.23,362.4
2023-02-03 05:43:00-05:00,145.81,106.8,103.94,184.21,362.46999999999997
2023-02-03 05:44:00-05:00,145.8,106.8,103.93,184.27,362.54
2023-02-03 05:45:00-05:00,145.8,106.78,103.91,184.28,362.61
2023-02-03 05:46:00-05:00,145.83,106.81,103.91,184.32,362.54
2023-02-03 05:47:00-05:00,145.83,106.81,103.82,184.34,362.47
2023-02-03 05:48:00-05:00,145.82,106.79,103.82,184.32,362.47375
2023-02-03 05:49:00-05:00,145.82,106.79,103.75,184.21,362.4775
2023-02-03 05:50:00-05:00,145.82,106.82,103.73,184.4,362.48125000000005
2023-02-03 05:51:00-05:00,145.79,106.62,103.71,184.3,362.485
2023-02-03 05:52:00-05:00,145.79,106.7,103.69,184.26,362.48875
2023-02-03 05:53:00-05:00,145.79,106.7,103.65,184.29,362.4925
2023-02-03 05:54:00-05:00,145.77,106.62,103.61,184.32,362.49625000000003
2023-02-03 05:55:00-05:00,145.79,106.66,103.65,184.45,362.5
2023-02-03 05:56:00-05:00,145.79,106.7,103.62,184.56,362.51
2023-02-03 05:57:00-05:00,145.79,106.69,103.61,184.82,362.56333333333333
