Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-12-05 09:30:00-05:00,93.05000305175781,93.38999938964844,92.91000366210938,93.22000122070312,3415413,0,0
2022-12-05 09:31:00-05:00,93.22000122070312,93.26000213623047,92.66000366210938,92.99590301513672,616837,0,0
2022-12-05 09:32:00-05:00,92.98999786376953,93.17669677734375,92.80999755859375,93.0199966430664,323429,0,0
2022-12-05 09:33:00-05:00,93.01499938964844,93.30999755859375,92.84010314941406,92.94999694824219,286915,0,0
2022-12-05 09:34:00-05:00,92.94830322265625,93.19989776611328,92.90519714355469,93.16999816894531,188348,0,0
2022-12-05 09:35:00-05:00,93.15499877929688,93.5250015258789,93.12370300292969,93.46240234375,276333,0,0
2022-12-05 09:36:00-05:00,93.48999786376953,93.52999877929688,93.30000305175781,93.33550262451172,234439,0,0
2022-12-05 09:37:00-05:00,93.3499984741211,93.64990234375,93.3499984741211,93.50659942626953,213009,0,0
2022-12-05 09:38:00-05:00,93.51000213623047,93.52999877929688,93.3551025390625,93.50559997558594,148798,0,0
2022-12-05 09:39:00-05:00,93.5,93.62999725341797,93.4800033569336,93.54499816894531,178858,0,0
2022-12-05 09:40:00-05:00,93.5199966430664,93.64520263671875,93.43009948730469,93.56999969482422,179630,0,0
2022-12-05 09:41:00-05:00,93.58989715576172,93.7699966430664,93.48999786376953,93.75,216827,0,0
2022-12-05 09:42:00-05:00,93.75,93.7750015258789,93.5999984741211,93.69000244140625,189691,0,0
2022-12-05 09:43:00-05:00,93.69499969482422,93.70999908447266,93.63999938964844,93.66000366210938,128502,0,0
2022-12-05 09:44:00-05:00,93.69000244140625,93.7699966430664,93.58999633789062,93.71499633789062,184086,0,0
2022-12-05 09:45:00-05:00,93.70999908447266,94.05999755859375,93.70970153808594,93.9749984741211,480635,0,0
2022-12-05 09:46:00-05:00,93.9800033569336,93.9800033569336,93.66000366210938,93.78710174560547,221160,0,0
2022-12-05 09:47:00-05:00,93.79000091552734,93.94999694824219,93.79000091552734,93.91000366210938,175967,0,0
2022-12-05 09:48:00-05:00,93.91000366210938,94.0,93.91000366210938,93.91999816894531,155795,0,0
2022-12-05 09:49:00-05:00,93.91999816894531,94.02989959716797,93.83999633789062,93.98100280761719,204142,0,0
2022-12-05 09:50:00-05:00,93.99669647216797,94.00499725341797,93.75,93.93000030517578,239505,0,0
2022-12-05 09:51:00-05:00,93.94999694824219,93.98999786376953,93.75,93.79000091552734,134009,0,0
2022-12-05 09:52:00-05:00,93.80770111083984,93.8499984741211,93.58999633789062,93.60749816894531,234538,0,0
2022-12-05 09:53:00-05:00,93.6050033569336,93.63999938964844,93.52999877929688,93.55010223388672,192364,0,0
2022-12-05 09:54:00-05:00,93.55999755859375,93.58999633789062,93.4800033569336,93.58000183105469,157812,0,0
2022-12-05 09:55:00-05:00,93.58000183105469,93.5999984741211,93.33000183105469,93.33000183105469,204800,0,0
2022-12-05 09:56:00-05:00,93.33000183105469,93.37000274658203,93.20999908447266,93.32469940185547,193858,0,0
2022-12-05 09:57:00-05:00,93.31999969482422,93.3499984741211,93.23999786376953,93.26000213623047,146815,0,0
2022-12-05 09:58:00-05:00,93.2699966430664,93.37000274658203,93.26000213623047,93.31999969482422,140015,0,0
2022-12-05 09:59:00-05:00,93.33000183105469,93.5,93.33000183105469,93.47560119628906,148038,0,0
2022-12-05 10:00:00-05:00,93.4738998413086,93.4738998413086,92.80999755859375,93.06999969482422,627624,0,0
2022-12-05 10:01:00-05:00,93.05999755859375,93.06999969482422,92.83999633789062,92.97000122070312,262128,0,0
2022-12-05 10:02:00-05:00,92.97000122070312,92.97000122070312,92.77999877929688,92.8499984741211,281980,0,0
2022-12-05 10:03:00-05:00,92.84220123291016,93.05999755859375,92.77999877929688,92.97630310058594,400399,0,0
2022-12-05 10:04:00-05:00,92.97000122070312,93.05999755859375,92.91000366210938,92.97339630126953,192419,0,0
2022-12-05 10:05:00-05:00,92.9800033569336,92.98999786376953,92.80000305175781,92.80999755859375,168313,0,0
2022-12-05 10:06:00-05:00,92.80999755859375,93.12000274658203,92.79000091552734,93.11000061035156,227270,0,0
2022-12-05 10:07:00-05:00,93.0999984741211,93.0999984741211,92.87999725341797,92.87999725341797,138702,0,0
2022-12-05 10:08:00-05:00,92.88999938964844,92.90229797363281,92.69000244140625,92.7699966430664,260240,0,0
2022-12-05 10:09:00-05:00,92.7676010131836,92.7698974609375,92.66999816894531,92.75,187187,0,0
2022-12-05 10:10:00-05:00,92.7499008178711,92.93000030517578,92.7300033569336,92.86100006103516,200720,0,0
2022-12-05 10:11:00-05:00,92.87000274658203,93.04000091552734,92.86000061035156,92.94010162353516,227245,0,0
2022-12-05 10:12:00-05:00,92.93000030517578,92.94999694824219,92.86000061035156,92.94059753417969,120618,0,0
2022-12-05 10:13:00-05:00,92.93000030517578,92.97000122070312,92.8499984741211,92.91999816894531,96731,0,0
2022-12-05 10:14:00-05:00,92.93000030517578,93.0,92.88999938964844,92.8904037475586,101904,0,0
2022-12-05 10:15:00-05:00,92.9000015258789,92.9000015258789,92.7699966430664,92.79989624023438,175669,0,0
2022-12-05 10:16:00-05:00,92.79000091552734,92.97000122070312,92.7699966430664,92.95999908447266,192030,0,0
2022-12-05 10:17:00-05:00,92.94999694824219,93.12999725341797,92.94999694824219,93.08000183105469,249877,0,0
2022-12-05 10:18:00-05:00,93.08999633789062,93.12000274658203,93.0,93.09500122070312,155332,0,0
2022-12-05 10:19:00-05:00,93.09500122070312,93.09500122070312,92.83999633789062,92.83999633789062,142911,0,0
2022-12-05 10:20:00-05:00,92.84500122070312,92.87000274658203,92.58000183105469,92.58499908447266,301375,0,0
2022-12-05 10:21:00-05:00,92.58380126953125,92.7300033569336,92.51000213623047,92.66000366210938,217888,0,0
2022-12-05 10:22:00-05:00,92.6500015258789,92.70999908447266,92.58000183105469,92.59490203857422,172089,0,0
2022-12-05 10:23:00-05:00,92.58999633789062,92.70999908447266,92.58499908447266,92.68000030517578,153753,0,0
2022-12-05 10:24:00-05:00,92.68000030517578,92.75,92.66999816894531,92.69010162353516,138621,0,0
2022-12-05 10:25:00-05:00,92.69000244140625,92.69999694824219,92.58999633789062,92.66000366210938,138720,0,0
2022-12-05 10:26:00-05:00,92.6614990234375,92.87999725341797,92.65010070800781,92.83000183105469,207506,0,0
2022-12-05 10:27:00-05:00,92.83000183105469,92.95999908447266,92.80999755859375,92.84980010986328,179584,0,0
