Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-11-28 04:41:00-05:00,92.98,92.98,92.98,92.98,0,0,0
2022-11-28 04:42:00-05:00,92.93,92.97,92.9,92.95,0,0,0
2022-11-28 04:43:00-05:00,92.95,92.95,92.9,92.93,0,0,0
2022-11-28 04:44:00-05:00,92.89,92.89,92.89,92.89,0,0,0
2022-11-28 04:45:00-05:00,92.95,92.95,92.95,92.95,0,0,0
2022-11-28 04:46:00-05:00,92.93,92.93,92.88,92.88,0,0,0
2022-11-28 04:47:00-05:00,92.88,92.88,92.8,92.86,0,0,0
2022-11-28 04:48:00-05:00,92.79,92.84,92.61,92.63,0,0,0
2022-11-28 04:49:00-05:00,92.7,92.7,92.64,92.7,0,0,0
2022-11-28 04:50:00-05:00,92.75,92.75,92.74,92.74,0,0,0
