Datetime,Open
2023-01-17 04:00:00-05:00,397.53
2023-01-17 04:01:00-05:00,397.44
2023-01-17 04:02:00-05:00,397.43
2023-01-17 04:03:00-05:00,397.56
2023-01-17 04:04:00-05:00,397.58
2023-01-17 04:05:00-05:00,397.58
2023-01-17 04:06:00-05:00,397.73
2023-01-17 04:07:00-05:00,397.64
2023-01-17 04:08:00-05:00,397.69
2023-01-17 04:09:00-05:00,397.62
2023-01-17 04:10:00-05:00,397.68
2023-01-17 04:11:00-05:00,397.62
2023-01-17 04:12:00-05:00,397.55
2023-01-17 04:13:00-05:00,397.52
2023-01-17 04:14:00-05:00,397.45
2023-01-17 04:15:00-05:00,397.37
2023-01-17 04:16:00-05:00,397.47
2023-01-17 04:17:00-05:00,397.41
2023-01-17 04:18:00-05:00,397.39
2023-01-17 04:19:00-05:00,397.36
2023-01-17 04:20:00-05:00,397.34
2023-01-17 04:21:00-05:00,397.22
2023-01-17 04:22:00-05:00,397.21
2023-01-17 04:23:00-05:00,397.03
2023-01-17 04:24:00-05:00,396.9
2023-01-17 04:25:00-05:00,396.95
2023-01-17 04:26:00-05:00,396.97
2023-01-17 04:27:00-05:00,397.0
2023-01-17 04:28:00-05:00,397.07
2023-01-17 04:29:00-05:00,397.17
2023-01-17 04:30:00-05:00,397.14
2023-01-17 04:31:00-05:00,397.3
2023-01-17 04:32:00-05:00,397.3
2023-01-17 04:33:00-05:00,397.36
2023-01-17 04:34:00-05:00,397.4
2023-01-17 04:35:00-05:00,397.55
2023-01-17 04:36:00-05:00,397.6
2023-01-17 04:37:00-05:00,397.52
2023-01-17 04:38:00-05:00,397.56
2023-01-17 04:39:00-05:00,397.58
2023-01-17 04:40:00-05:00,397.52
2023-01-17 04:41:00-05:00,397.48
2023-01-17 04:42:00-05:00,397.56
2023-01-17 04:43:00-05:00,397.7
2023-01-17 04:44:00-05:00,397.68
2023-01-17 04:45:00-05:00,397.69
2023-01-17 04:46:00-05:00,397.7
2023-01-17 04:47:00-05:00,397.64
2023-01-17 04:48:00-05:00,397.5
2023-01-17 04:49:00-05:00,397.46
2023-01-17 04:50:00-05:00,397.56
2023-01-17 04:51:00-05:00,397.55
2023-01-17 04:52:00-05:00,397.56
2023-01-17 04:53:00-05:00,397.57
2023-01-17 04:54:00-05:00,397.51
2023-01-17 04:55:00-05:00,397.47
2023-01-17 04:56:00-05:00,397.46
2023-01-17 04:57:00-05:00,397.4
2023-01-17 04:58:00-05:00,397.33
2023-01-17 04:59:00-05:00,397.35
2023-01-17 05:00:00-05:00,397.3
