Datetime,SPY,^SPX
2022-12-19 10:52:00-05:00,382.3299865722656,3840.3798828125
2022-12-19 10:53:00-05:00,382.125,3838.68994140625
2022-12-19 10:54:00-05:00,382.04998779296875,3837.64990234375
2022-12-19 10:55:00-05:00,381.9599914550781,3836.64990234375
2022-12-19 10:56:00-05:00,382.1099853515625,3837.3798828125
2022-12-19 10:57:00-05:00,381.94000244140625,3836.110107421875
2022-12-19 10:58:00-05:00,381.94000244140625,3835.659912109375
2022-12-19 10:59:00-05:00,381.7300109863281,3833.929931640625
2022-12-19 11:00:00-05:00,381.55999755859375,3832.580078125
2022-12-19 11:01:00-05:00,381.29998779296875,3829.760009765625
2022-12-19 11:02:00-05:00,381.3699951171875,3830.56005859375
2022-12-19 11:03:00-05:00,381.2900085449219,3829.590087890625
2022-12-19 11:04:00-05:00,381.285888671875,3829.60009765625
2022-12-19 11:05:00-05:00,381.4200134277344,3830.6201171875
2022-12-19 11:06:00-05:00,381.42999267578125,3830.969970703125
2022-12-19 11:07:00-05:00,381.510009765625,3831.449951171875
2022-12-19 11:08:00-05:00,381.4049987792969,3830.889892578125
2022-12-19 11:09:00-05:00,381.510009765625,3831.6298828125
2022-12-19 11:10:00-05:00,381.42529296875,3830.929931640625
2022-12-19 11:11:00-05:00,381.5899963378906,3832.610107421875
2022-12-19 11:12:00-05:00,381.5201110839844,3831.919921875
2022-12-19 11:13:00-05:00,381.4200134277344,3831.22998046875
2022-12-19 11:14:00-05:00,381.3500061035156,3830.35009765625
2022-12-19 11:15:00-05:00,381.45001220703125,3830.570068359375
2022-12-19 11:16:00-05:00,381.5450134277344,3832.199951171875
2022-12-19 11:17:00-05:00,381.739990234375,3833.919921875
2022-12-19 11:18:00-05:00,381.8299865722656,3834.31005859375
2022-12-19 11:19:00-05:00,381.80499267578125,3834.570068359375
2022-12-19 11:20:00-05:00,381.8949890136719,3835.489990234375
2022-12-19 11:21:00-05:00,381.6216125488281,3833.4599609375
2022-12-19 11:22:00-05:00,381.4599914550781,3831.64990234375
2022-12-19 11:23:00-05:00,381.55999755859375,3832.139892578125
2022-12-19 11:24:00-05:00,381.82501220703125,3834.639892578125
2022-12-19 11:25:00-05:00,381.7698974609375,3834.300048828125
2022-12-19 11:26:00-05:00,381.4200134277344,3831.14990234375
2022-12-19 11:27:00-05:00,381.3699951171875,3830.52001953125
2022-12-19 11:28:00-05:00,381.5450134277344,3831.760009765625
2022-12-19 11:29:00-05:00,381.6099853515625,3833.06005859375
2022-12-19 11:30:00-05:00,381.57501220703125,3832.56005859375
2022-12-19 11:31:00-05:00,381.4100036621094,3831.389892578125
2022-12-19 11:32:00-05:00,381.1499938964844,3828.570068359375
2022-12-19 11:33:00-05:00,380.9314880371094,3827.239990234375
2022-12-19 11:34:00-05:00,380.9800109863281,3826.52001953125
2022-12-19 11:35:00-05:00,380.7550048828125,3824.97998046875
2022-12-19 11:36:00-05:00,380.918212890625,3826.1298828125
2022-12-19 11:37:00-05:00,380.909912109375,3825.97998046875
2022-12-19 11:38:00-05:00,380.8283996582031,3825.580078125
2022-12-19 11:39:00-05:00,380.8599853515625,3825.35009765625
2022-12-19 11:40:00-05:00,380.489990234375,3822.219970703125
2022-12-19 11:41:00-05:00,380.7200012207031,3823.429931640625
2022-12-19 11:42:00-05:00,380.8500061035156,3825.239990234375
2022-12-19 11:43:00-05:00,380.9200134277344,3825.929931640625
2022-12-19 11:44:00-05:00,380.9119873046875,3826.10009765625
2022-12-19 11:45:00-05:00,381.1650085449219,3828.1201171875
2022-12-19 11:46:00-05:00,381.2200927734375,3828.949951171875
2022-12-19 11:47:00-05:00,381.1449890136719,3828.2099609375
2022-12-19 11:48:00-05:00,381.19000244140625,3828.6201171875
2022-12-19 11:49:00-05:00,381.2349853515625,3829.0
2022-12-19 11:50:00-05:00,381.20001220703125,3828.659912109375
2022-12-19 11:51:00-05:00,381.17999267578125,3828.6201171875
2022-12-19 11:52:00-05:00,381.25,3828.81005859375
2022-12-19 11:53:00-05:00,381.25,3828.889892578125
2022-12-19 11:54:00-05:00,381.20001220703125,3829.0400390625
2022-12-19 11:55:00-05:00,381.1000061035156,3827.969970703125
2022-12-19 11:56:00-05:00,381.05999755859375,3827.090087890625
2022-12-19 11:57:00-05:00,381.0599060058594,3827.449951171875
2022-12-19 11:58:00-05:00,381.114990234375,3828.080078125
2022-12-19 11:59:00-05:00,380.9798889160156,3826.68994140625
2022-12-19 12:00:00-05:00,381.04998779296875,3827.330078125
2022-12-19 12:01:00-05:00,381.2250061035156,3829.199951171875
2022-12-19 12:02:00-05:00,381.47900390625,3831.3798828125
2022-12-19 12:03:00-05:00,381.4400939941406,3831.3701171875
2022-12-19 12:04:00-05:00,381.42999267578125,3830.9599609375
