Datetime,SPY,^SPX
2022-12-19 12:05:00-05:00,381.4200134277344,3830.97998046875
2022-12-19 12:06:00-05:00,381.54998779296875,3831.669921875
2022-12-19 12:07:00-05:00,381.54998779296875,3832.449951171875
2022-12-19 12:08:00-05:00,381.5398864746094,3832.139892578125
2022-12-19 12:09:00-05:00,381.4800109863281,3831.7900390625
2022-12-19 12:10:00-05:00,381.3900146484375,3830.919921875
2022-12-19 12:11:00-05:00,381.3999938964844,3830.179931640625
2022-12-19 12:12:00-05:00,381.3399963378906,3830.510009765625
2022-12-19 12:13:00-05:00,381.5,3831.590087890625
2022-12-19 12:14:00-05:00,381.739990234375,3833.75
2022-12-19 12:15:00-05:00,381.67999267578125,3833.510009765625
2022-12-19 12:16:00-05:00,381.6449890136719,3833.39990234375
2022-12-19 12:17:00-05:00,381.58990478515625,3832.5
2022-12-19 12:18:00-05:00,381.489990234375,3831.8701171875
2022-12-19 12:19:00-05:00,381.6000061035156,3832.760009765625
2022-12-19 12:20:00-05:00,381.5400085449219,3831.85009765625
2022-12-19 12:21:00-05:00,381.510009765625,3831.889892578125
2022-12-19 12:22:00-05:00,381.45001220703125,3831.47998046875
2022-12-19 12:23:00-05:00,381.31500244140625,3830.10009765625
2022-12-19 12:24:00-05:00,381.1700134277344,3829.06005859375
2022-12-19 12:25:00-05:00,381.1606140136719,3828.679931640625
2022-12-19 12:26:00-05:00,381.1499938964844,3828.760009765625
2022-12-19 12:27:00-05:00,381.2300109863281,3829.22998046875
2022-12-19 12:28:00-05:00,381.010009765625,3827.389892578125
2022-12-19 12:29:00-05:00,381.0050048828125,3827.219970703125
2022-12-19 12:30:00-05:00,380.989990234375,3826.929931640625
2022-12-19 12:31:00-05:00,380.9800109863281,3826.85009765625
2022-12-19 12:32:00-05:00,380.79998779296875,3825.110107421875
2022-12-19 12:33:00-05:00,380.8999938964844,3826.280029296875
2022-12-19 12:34:00-05:00,380.81500244140625,3825.050048828125
2022-12-19 12:35:00-05:00,381.04998779296875,3827.110107421875
2022-12-19 12:36:00-05:00,381.1600036621094,3828.68994140625
2022-12-19 12:37:00-05:00,381.25,3829.239990234375
2022-12-19 12:38:00-05:00,381.1099853515625,3828.14990234375
2022-12-19 12:39:00-05:00,381.1542053222656,3828.489990234375
2022-12-19 12:40:00-05:00,381.1000061035156,3827.97998046875
2022-12-19 12:41:00-05:00,381.0799865722656,3828.0400390625
2022-12-19 12:42:00-05:00,381.06439208984375,3827.93994140625
2022-12-19 12:43:00-05:00,380.9110107421875,3826.52001953125
2022-12-19 12:44:00-05:00,381.0350036621094,3827.139892578125
2022-12-19 12:45:00-05:00,381.0899963378906,3827.56005859375
2022-12-19 12:46:00-05:00,381.3299865722656,3829.760009765625
2022-12-19 12:47:00-05:00,381.3999938964844,3830.820068359375
2022-12-19 12:48:00-05:00,381.45001220703125,3831.389892578125
2022-12-19 12:49:00-05:00,381.48858642578125,3831.7099609375
2022-12-19 12:50:00-05:00,381.54998779296875,3832.320068359375
2022-12-19 12:51:00-05:00,381.5400085449219,3832.139892578125
2022-12-19 12:52:00-05:00,381.55999755859375,3832.2099609375
2022-12-19 12:53:00-05:00,381.5907897949219,3833.030029296875
2022-12-19 12:54:00-05:00,381.4700012207031,3831.719970703125
2022-12-19 12:55:00-05:00,381.4800109863281,3831.510009765625
2022-12-19 12:56:00-05:00,381.4649963378906,3831.449951171875
2022-12-19 12:57:00-05:00,381.489990234375,3831.27001953125
2022-12-19 12:58:00-05:00,381.3299865722656,3829.7900390625
2022-12-19 12:59:00-05:00,381.4100036621094,3830.64990234375
2022-12-19 13:00:00-05:00,381.3858947753906,3831.090087890625
2022-12-19 13:01:00-05:00,381.2998962402344,3830.06005859375
2022-12-19 13:02:00-05:00,381.3299865722656,3829.860107421875
2022-12-19 13:03:00-05:00,381.4549865722656,3831.169921875
2022-12-19 13:04:00-05:00,381.4599914550781,3831.22998046875
2022-12-19 13:05:00-05:00,381.4800109863281,3831.5400390625
2022-12-19 13:06:00-05:00,381.1700134277344,3828.820068359375
2022-12-19 13:07:00-05:00,381.1449890136719,3828.4599609375
2022-12-19 13:08:00-05:00,380.9750061035156,3826.8701171875
2022-12-19 13:09:00-05:00,380.99920654296875,3826.85009765625
2022-12-19 13:10:00-05:00,381.2200012207031,3828.760009765625
2022-12-19 13:11:00-05:00,381.2099914550781,3828.8701171875
2022-12-19 13:12:00-05:00,381.18499755859375,3829.0400390625
2022-12-19 13:13:00-05:00,381.30999755859375,3829.85009765625
2022-12-19 13:14:00-05:00,381.385009765625,3830.7099609375
2022-12-19 13:15:00-05:00,381.2226867675781,3829.3701171875
2022-12-19 13:16:00-05:00,381.1300048828125,3828.360107421875
2022-12-19 13:17:00-05:00,381.1700134277344,3828.679931640625
2022-12-19 13:18:00-05:00,381.10699462890625,3828.0400390625
2022-12-19 13:19:00-05:00,381.25,3828.830078125
