Datetime,AAPL_Open,AMZN_Open,GOOG_Open,META_Open,NFLX_Open
2023-02-03 04:00:00-05:00,145.5,106.09,103.32,183.1,362.45
2023-02-03 04:01:00-05:00,145.5,106.09,103.32,183.5,362.45
2023-02-03 04:02:00-05:00,145.16,106.09,102.73,183.62,362.32
2023-02-03 04:03:00-05:00,145.11,105.99,102.66,183.63,362.3
2023-02-03 04:04:00-05:00,145.06,105.93,102.66,183.7,362.32
2023-02-03 04:05:00-05:00,145.01,105.99,102.66,183.7,362.5
2023-02-03 04:06:00-05:00,145.01,106.1,102.69,183.7,362.5
2023-02-03 04:07:00-05:00,145.06,106.1,102.79,183.65,362.5
2023-02-03 04:08:00-05:00,145.2,106.11,102.87,183.65,362.5
2023-02-03 04:09:00-05:00,145.2,106.14,102.96,183.62,362.5
2023-02-03 04:10:00-05:00,145.22,106.17,103.25,183.58,362.19
2023-02-03 04:11:00-05:00,145.24,106.2,103.3,183.61,362.19
2023-02-03 04:12:00-05:00,145.33,106.25,103.37,183.61,362.79
2023-02-03 04:13:00-05:00,145.38,106.47,103.3,183.76,362.92
2023-02-03 04:14:00-05:00,145.38,106.49,103.31,183.76,363.33
2023-02-03 04:15:00-05:00,145.38,106.59,103.34,183.81,363.45
2023-02-03 04:16:00-05:00,145.31,106.6,103.34,183.76,363.45
2023-02-03 04:17:00-05:00,145.3,106.6,103.42,183.71,363.45
2023-02-03 04:18:00-05:00,145.3,106.6,103.49,183.71,363.45
2023-02-03 04:19:00-05:00,145.32,106.6,103.5,183.71,363.4633333333333
2023-02-03 04:20:00-05:00,145.45,106.59,103.5,183.77,363.4766666666667
2023-02-03 04:21:00-05:00,145.46,106.56,103.56,183.79,363.49
2023-02-03 04:22:00-05:00,145.46,106.51,103.57,183.9,363.75
2023-02-03 04:23:00-05:00,145.46,106.5,103.59,184.07,363.75
2023-02-03 04:24:00-05:00,145.48,106.44,103.58,184.09,363.75
2023-02-03 04:25:00-05:00,145.48,106.44,103.59,184.2,363.68
2023-02-03 04:26:00-05:00,145.48,106.44,103.59,184.31,363.0
2023-02-03 04:27:00-05:00,145.49,106.41,103.59,184.39,362.94
