Datetime,AAPL_Close,AMZN_Close,GOOG_Close,META_Close,NFLX_Close
2023-02-03 04:00:00-05:00,145.28,106.04,102.54,183.5,362.19
2023-02-03 04:01:00-05:00,145.28,106.04,102.66,183.61,362.25
2023-02-03 04:02:00-05:00,145.11,106.0,102.66,183.62,362.25
2023-02-03 04:03:00-05:00,145.07,105.95,102.66,183.62,362.3
2023-02-03 04:04:00-05:00,145.0,106.0,102.66,183.61,362.5
2023-02-03 04:05:00-05:00,145.01,106.1,102.69,183.62,362.5
2023-02-03 04:06:00-05:00,145.07,106.1,102.78,183.66,362.5
2023-02-03 04:07:00-05:00,145.22,106.16,102.87,183.7,362.5
2023-02-03 04:08:00-05:00,145.22,106.17,102.96,183.7,362.5
2023-02-03 04:09:00-05:00,145.23,106.18,103.25,183.7,362.5
2023-02-03 04:10:00-05:00,145.24,106.2,103.36,183.61,362.5
2023-02-03 04:11:00-05:00,145.33,106.25,103.36,183.61,362.59
2023-02-03 04:12:00-05:00,145.38,106.45,103.36,183.76,363.0
2023-02-03 04:13:00-05:00,145.38,106.47,103.36,183.76,363.32
2023-02-03 04:14:00-05:00,145.38,106.6,103.35,183.76,363.33
2023-02-03 04:15:00-05:00,145.33,106.62,103.35,183.7,363.45
2023-02-03 04:16:00-05:00,145.28,106.62,103.41,183.7,363.45
2023-02-03 04:17:00-05:00,145.28,106.62,103.5,183.7,363.45
2023-02-03 04:18:00-05:00,145.3,106.6,103.5,183.71,363.41999999999996
2023-02-03 04:19:00-05:00,145.45,106.6,103.5,183.77,363.38
2023-02-03 04:20:00-05:00,145.46,106.57,103.58,183.79,363.3433333333333
2023-02-03 04:21:00-05:00,145.46,106.5,103.58,183.89,363.3433333333333
2023-02-03 04:22:00-05:00,145.46,106.5,103.59,184.05,363.75
2023-02-03 04:23:00-05:00,145.48,106.45,103.59,184.07,363.75
2023-02-03 04:24:00-05:00,145.48,106.44,103.6,184.22,363.75
2023-02-03 04:25:00-05:00,145.49,106.44,103.6,184.25,363.13
2023-02-03 04:26:00-05:00,145.49,106.4,103.6,184.37,363.0
2023-02-03 04:27:00-05:00,145.49,106.37,103.6,184.37,362.94
2023-02-03 04:28:00-05:00,145.49,106.37,103.6,184.38,363.0
2023-02-03 04:29:00-05:00,145.5,106.37,103.6,184.38,363.59
2023-02-03 04:30:00-05:00,145.5,106.4,103.6,184.38,363.62
2023-02-03 04:31:00-05:00,145.57,106.59,103.67,184.46,363.72
2023-02-03 04:32:00-05:00,145.82,106.59,103.67,184.53,363.72
2023-02-03 04:33:00-05:00,145.82,106.59,103.71,184.53,363.72
2023-02-03 04:34:00-05:00,145.87,106.59,103.89,184.53,363.4
2023-02-03 04:35:00-05:00,145.85,106.59,103.9,184.53,363.28666666666663
2023-02-03 04:36:00-05:00,145.85,106.59,103.99,184.51,363.28666666666663
2023-02-03 04:37:00-05:00,145.85,106.59,104.02,184.5,363.375
2023-02-03 04:38:00-05:00,145.85,106.6,104.04,184.5,363.5
2023-02-03 04:39:00-05:00,145.94,106.8,104.13,184.51,363.6333333333333
2023-02-03 04:40:00-05:00,146.06,106.8,104.13,184.51,363.69
2023-02-03 04:41:00-05:00,146.1,106.8,104.13,184.51,363.76666666666665
2023-02-03 04:42:00-05:00,146.1,106.81,104.2,184.53,363.89
2023-02-03 04:43:00-05:00,146.11,106.82,104.2,184.6,363.89
2023-02-03 04:44:00-05:00,146.11,106.85,104.16,184.6,363.89
2023-02-03 04:45:00-05:00,146.14,106.85,104.19,184.6,363.74333333333334
2023-02-03 04:46:00-05:00,146.15,106.82,104.19,184.32,363.59666666666664
2023-02-03 04:47:00-05:00,146.21,106.75,104.19,184.31,363.45
2023-02-03 04:48:00-05:00,146.21,106.7,104.19,184.3,363.44
