Datetime,AAPL,AMD,AMZN,GOOG,META,MSFT,NVDA,TSLA,TSM
2022-12-14 10:45:00-05:00,145.99989318847656,71.23999786376953,93.06770324707031,96.79460144042969,122.66000366210938,260.6499938964844,180.51910400390625,156.5500030517578,81.23739624023438
2022-12-14 11:00:00-05:00,145.7989959716797,71.25,93.11499786376953,96.73999786376953,123.32929992675781,260.73291015625,180.4604034423828,156.6300048828125,81.05999755859375
2022-12-14 11:15:00-05:00,146.0749969482422,71.33999633789062,93.11990356445312,96.9000015258789,123.51000213623047,261.6700134277344,180.36380004882812,156.80990600585938,81.05500030517578
2022-12-14 11:30:00-05:00,146.1199951171875,71.17500305175781,93.16000366210938,96.94499969482422,123.9000015258789,262.260009765625,180.3000030517578,158.41000366210938,81.08999633789062
2022-12-14 11:45:00-05:00,145.92999267578125,71.2300033569336,92.9749984741211,96.66999816894531,123.62000274658203,261.82501220703125,180.30999755859375,158.9300994873047,81.08000183105469
2022-12-14 12:00:00-05:00,145.7899932861328,70.99079895019531,92.7699966430664,96.6500015258789,123.2416000366211,261.1700134277344,179.58999633789062,159.3800048828125,80.88999938964844
2022-12-14 12:15:00-05:00,145.5,70.75,92.51000213623047,96.41000366210938,122.66000366210938,261.05999755859375,179.1750030517578,158.96400451660156,81.03500366210938
2022-12-14 12:30:00-05:00,145.49630737304688,70.7699966430664,92.31800079345703,96.2300033569336,123.05000305175781,261.17999267578125,179.47000122070312,159.62319946289062,81.12999725341797
2022-12-14 12:45:00-05:00,145.3000030517578,70.66999816894531,92.12000274658203,96.16999816894531,122.62999725341797,260.8599853515625,179.00799560546875,159.39500427246094,81.01000213623047
2022-12-14 13:00:00-05:00,145.44000244140625,70.86080169677734,91.95999908447266,96.27999877929688,122.48500061035156,260.9800109863281,179.50929260253906,158.8300018310547,81.12000274658203
2022-12-14 13:15:00-05:00,145.8000030517578,70.94999694824219,92.04499816894531,96.17500305175781,122.69000244140625,261.1000061035156,179.94000244140625,159.41639709472656,81.20500183105469
2022-12-14 13:30:00-05:00,146.41000366210938,71.44000244140625,92.8499984741211,96.63999938964844,123.0,261.9200134277344,181.3000030517578,159.97000122070312,81.2699966430664
2022-12-14 13:45:00-05:00,146.31619262695312,71.36000061035156,92.91999816894531,96.54499816894531,122.22989654541016,261.510009765625,181.16000366210938,159.7476043701172,81.25
2022-12-14 14:00:00-05:00,143.50999450683594,70.04000091552734,91.81999969482422,95.38999938964844,121.2072982788086,258.2300109863281,178.07000732421875,157.35020446777344,80.41999816894531
2022-12-14 14:15:00-05:00,143.10000610351562,69.63860321044922,91.5199966430664,95.32499694824219,121.38999938964844,257.8299865722656,177.50999450683594,157.3300018310547,80.44000244140625
2022-12-14 14:30:00-05:00,142.84750366210938,69.20999908447266,91.4229965209961,95.01000213623047,121.4000015258789,256.8385925292969,177.4853057861328,157.2899932861328,80.16999816894531
2022-12-14 14:45:00-05:00,142.69500732421875,68.75,91.1449966430664,95.05999755859375,121.05999755859375,256.6494140625,175.66000366210938,156.38499450683594,80.05999755859375
2022-12-14 15:00:00-05:00,144.49000549316406,70.19000244140625,92.29000091552734,96.41000366210938,122.83000183105469,259.7300109863281,179.23269653320312,159.27999877929688,80.8499984741211
2022-12-14 15:15:00-05:00,142.60980224609375,69.13400268554688,91.05999755859375,95.2300033569336,121.34010314941406,256.7699890136719,175.6999969482422,156.4600067138672,80.03500366210938
2022-12-14 15:30:00-05:00,143.3000030517578,69.25199890136719,91.47000122070312,95.66999816894531,121.76000213623047,257.57000732421875,176.8699951171875,156.94369506835938,80.18000030517578
2022-12-14 15:45:00-05:00,143.22000122070312,68.94000244140625,91.55999755859375,95.31999969482422,121.57499694824219,257.1700134277344,176.7100067138672,156.8350067138672,79.94999694824219
2022-12-14 16:00:00-05:00,143.33,68.88,91.71,95.53,121.76,258.1594,175.9,156.87,80.03
2022-12-14 16:15:00-05:00,143.41,68.88,91.73,95.6,121.775,258.0,175.86,156.925,80.02
2022-12-14 16:30:00-05:00,143.42,68.9,91.69,95.6,121.85,258.01,176.1,156.95,80.04
2022-12-14 16:45:00-05:00,143.41,68.91,91.7,95.57,121.78,258.05,176.27,156.955,80.0
2022-12-14 17:00:00-05:00,143.42,68.9,91.65,95.49,121.62,258.1321,176.28,156.87,80.03
2022-12-14 17:15:00-05:00,143.42,68.9,91.61,95.39,121.7,258.0,176.155,156.95,80.11
2022-12-14 17:30:00-05:00,143.34,68.87,91.68,95.49,121.78,258.14,176.15,156.88,80.1119
2022-12-14 17:45:00-05:00,143.37,68.9,91.6665,95.44,121.745,257.8,176.16,156.91,80.1
2022-12-14 18:00:00-05:00,143.35,68.82,91.61,95.46,121.62,257.76,175.92,156.49,80.12
2022-12-14 18:15:00-05:00,143.35,68.85,91.6,95.6,121.715,258.1,176.0,156.6,80.13
2022-12-14 18:30:00-05:00,143.46,68.85,91.625,95.73,121.78,258.22,176.0,156.91,80.09
2022-12-14 18:45:00-05:00,143.4,68.85,91.68,95.6,121.78,258.0,176.04,156.8,80.2
2022-12-15 04:00:00-05:00,141.42,67.8,90.33,93.89,119.72,254.01,172.35,152.8,79.39
2022-12-15 04:15:00-05:00,141.6,67.73,90.26,94.0,119.51,254.21,173.01,152.59,79.45
2022-12-15 04:30:00-05:00,141.35,67.64,90.06,93.9,119.43,254.18,172.65,152.38,79.42
2022-12-15 04:45:00-05:00,141.48,67.68,90.27,94.09,119.52,254.31,173.15,152.7,79.53
2022-12-15 05:00:00-05:00,141.38,67.6,90.2,93.98,119.65,254.35,172.78,152.48,79.57
2022-12-15 05:15:00-05:00,141.38,67.56,90.2,93.93,119.6,254.17,172.27,152.43,79.45
2022-12-15 05:30:00-05:00,141.48,67.75,90.3,93.98,119.9,254.37,172.8,152.65,79.55
2022-12-15 05:45:00-05:00,141.35,67.57,90.05,93.65,119.4,254.0,172.65,152.75,79.52
2022-12-15 06:00:00-05:00,141.6,67.68,90.2,93.82,119.8,254.1,172.68,152.86,79.47
2022-12-15 06:15:00-05:00,141.68,67.79,90.29,93.82,119.98,254.27,173.15,153.7,79.55
2022-12-15 06:30:00-05:00,141.68,67.79,90.25,93.84,119.75,254.11,172.95,154.26,79.53
2022-12-15 06:45:00-05:00,141.86,67.8,90.33,93.98,119.75,254.28,173.16,154.49,79.57
2022-12-15 07:00:00-05:00,141.95,67.75,90.3,93.89,119.69,254.75,173.3,154.65,79.62
2022-12-15 07:15:00-05:00,141.77,67.83,90.38,93.91,119.76,255.31,173.36,155.06,79.79
2022-12-15 07:30:00-05:00,141.63,67.95,90.46,94.06,119.86,255.22,173.29,154.87,79.75
2022-12-15 07:45:00-05:00,141.71,68.05,90.48,94.07,119.84,255.35,173.2,154.4,79.65
2022-12-15 08:00:00-05:00,141.63,68.0,90.4,94.03,119.67,255.17,172.73,153.8,79.68
2022-12-15 08:15:00-05:00,141.36,67.66,90.25,93.605,119.28,254.5345,172.79,153.2,79.63
2022-12-15 08:30:00-05:00,141.1885,67.39,89.97,93.59,118.9,254.18,172.1,152.555,79.37
2022-12-15 08:45:00-05:00,141.425,67.45,89.96,93.5999,118.865,254.44,172.42,153.1,79.49
2022-12-15 09:00:00-05:00,141.1,67.32,89.95,93.53,118.5,253.84,171.92,152.55,79.53
2022-12-15 09:30:00-05:00,139.99000549316406,67.26000213623047,89.19000244140625,93.08999633789062,117.5270004272461,253.24000549316406,171.32000732421875,159.3070068359375,78.49500274658203
2022-12-15 09:45:00-05:00,139.0800018310547,66.625,89.3230972290039,92.26000213623047,117.2699966430664,251.25,168.80999755859375,157.58990478515625,77.94000244140625
2022-12-15 10:00:00-05:00,138.86000061035156,66.7300033569336,89.21749877929688,92.18499755859375,116.97000122070312,250.61000061035156,168.75399780273438,159.09500122070312,77.70999908447266
