,SPY_Close
2023-02-07 17:34:00-05:00,414.57
2023-02-07 17:35:00-05:00,414.57
2023-02-07 17:36:00-05:00,414.57
2023-02-07 17:37:00-05:00,414.54
2023-02-07 17:38:00-05:00,414.58
2023-02-07 17:39:00-05:00,414.58
2023-02-07 17:40:00-05:00,414.58
2023-02-07 17:41:00-05:00,414.58
2023-02-07 17:42:00-05:00,414.58
2023-02-07 17:43:00-05:00,414.58
2023-02-07 17:44:00-05:00,414.55
2023-02-07 17:45:00-05:00,414.55
2023-02-07 17:46:00-05:00,414.55
2023-02-07 17:47:00-05:00,414.55
2023-02-07 17:48:00-05:00,414.55
2023-02-07 17:49:00-05:00,414.53
2023-02-07 17:50:00-05:00,414.53
2023-02-07 17:51:00-05:00,414.53
2023-02-07 17:52:00-05:00,414.56
2023-02-07 17:53:00-05:00,414.52
2023-02-07 17:54:00-05:00,414.52
2023-02-07 17:55:00-05:00,414.52
2023-02-07 17:56:00-05:00,414.52
2023-02-07 17:57:00-05:00,414.49
2023-02-07 17:58:00-05:00,414.48
2023-02-07 17:59:00-05:00,414.49
2023-02-07 18:00:00-05:00,414.5
2023-02-07 18:01:00-05:00,414.55
2023-02-07 18:02:00-05:00,414.63
2023-02-07 18:03:00-05:00,414.65
2023-02-07 18:04:00-05:00,414.65
2023-02-07 18:05:00-05:00,414.7
2023-02-07 18:06:00-05:00,414.7
2023-02-07 18:07:00-05:00,414.71
2023-02-07 18:08:00-05:00,414.81
2023-02-07 18:09:00-05:00,414.91
2023-02-07 18:10:00-05:00,414.91
2023-02-07 18:11:00-05:00,414.85
2023-02-07 18:12:00-05:00,414.8
2023-02-07 18:13:00-05:00,414.77
2023-02-07 18:14:00-05:00,414.77
2023-02-07 18:15:00-05:00,414.7
2023-02-07 18:16:00-05:00,414.7
2023-02-07 18:17:00-05:00,414.69
2023-02-07 18:18:00-05:00,414.69
2023-02-07 18:19:00-05:00,414.75
2023-02-07 18:20:00-05:00,414.75
2023-02-07 18:21:00-05:00,414.73
2023-02-07 18:22:00-05:00,414.64
2023-02-07 18:23:00-05:00,414.64
2023-02-07 18:24:00-05:00,414.59
2023-02-07 18:25:00-05:00,414.57
2023-02-07 18:26:00-05:00,414.54
2023-02-07 18:27:00-05:00,414.54
2023-02-07 18:28:00-05:00,414.57
2023-02-07 18:29:00-05:00,414.6
2023-02-07 18:30:00-05:00,414.64
2023-02-07 18:31:00-05:00,414.64
2023-02-07 18:32:00-05:00,414.69
2023-02-07 18:33:00-05:00,414.69
2023-02-07 18:34:00-05:00,414.7
2023-02-07 18:35:00-05:00,414.7
2023-02-07 18:36:00-05:00,414.7
2023-02-07 18:37:00-05:00,414.68
2023-02-07 18:38:00-05:00,414.68
2023-02-07 18:39:00-05:00,414.7
2023-02-07 18:40:00-05:00,414.7
2023-02-07 18:41:00-05:00,414.71
2023-02-07 18:42:00-05:00,414.76
2023-02-07 18:43:00-05:00,414.76
2023-02-07 18:44:00-05:00,414.75
2023-02-07 18:45:00-05:00,414.62
2023-02-07 18:46:00-05:00,414.58
2023-02-07 18:47:00-05:00,414.49
2023-02-07 18:48:00-05:00,414.49
2023-02-07 18:49:00-05:00,414.47
2023-02-07 18:50:00-05:00,414.47
2023-02-07 18:51:00-05:00,414.47
2023-02-07 18:52:00-05:00,414.48
2023-02-07 18:53:00-05:00,414.49
2023-02-07 18:54:00-05:00,414.5
2023-02-07 18:55:00-05:00,414.5
2023-02-07 18:56:00-05:00,414.46
2023-02-07 18:57:00-05:00,414.46
2023-02-07 18:58:00-05:00,414.49
2023-02-07 18:59:00-05:00,414.5
2023-02-07 19:00:00-05:00,414.57
2023-02-07 19:01:00-05:00,414.58
2023-02-07 19:02:00-05:00,414.58
2023-02-07 19:03:00-05:00,414.61
2023-02-07 19:04:00-05:00,414.62
2023-02-07 19:05:00-05:00,414.62
2023-02-07 19:06:00-05:00,414.585
2023-02-07 19:07:00-05:00,414.55
2023-02-07 19:08:00-05:00,414.55
2023-02-07 19:09:00-05:00,414.55
2023-02-07 19:10:00-05:00,414.58
2023-02-07 19:11:00-05:00,414.58
2023-02-07 19:12:00-05:00,414.58
2023-02-07 19:13:00-05:00,414.56
2023-02-07 19:14:00-05:00,414.54
2023-02-07 19:15:00-05:00,414.45
2023-02-07 19:16:00-05:00,414.45
2023-02-07 19:17:00-05:00,414.45
2023-02-07 19:18:00-05:00,414.45
2023-02-07 19:19:00-05:00,414.46
2023-02-07 19:20:00-05:00,414.44
2023-02-07 19:21:00-05:00,414.37
2023-02-07 19:22:00-05:00,414.37
2023-02-07 19:23:00-05:00,414.39
2023-02-07 19:24:00-05:00,414.39
2023-02-07 19:25:00-05:00,414.38
2023-02-07 19:26:00-05:00,414.38
2023-02-07 19:27:00-05:00,414.39
2023-02-07 19:28:00-05:00,414.39
2023-02-07 19:29:00-05:00,414.39
2023-02-07 19:30:00-05:00,414.4
2023-02-07 19:31:00-05:00,414.46
2023-02-07 19:32:00-05:00,414.46
2023-02-07 19:33:00-05:00,414.45
2023-02-07 19:34:00-05:00,414.45
2023-02-07 19:35:00-05:00,414.48
2023-02-07 19:36:00-05:00,414.48
2023-02-07 19:37:00-05:00,414.63
2023-02-07 19:38:00-05:00,414.66
2023-02-07 19:39:00-05:00,414.73
2023-02-07 19:40:00-05:00,414.73
2023-02-07 19:41:00-05:00,414.68
2023-02-07 19:42:00-05:00,414.68
2023-02-07 19:43:00-05:00,414.67
2023-02-07 19:44:00-05:00,414.67
2023-02-07 19:45:00-05:00,414.67
2023-02-07 19:46:00-05:00,414.67
2023-02-07 19:47:00-05:00,414.67
2023-02-07 19:48:00-05:00,414.68
2023-02-07 19:49:00-05:00,414.705
2023-02-07 19:50:00-05:00,414.68
2023-02-07 19:51:00-05:00,414.68
2023-02-07 19:52:00-05:00,414.66
2023-02-07 19:53:00-05:00,414.68
2023-02-07 19:54:00-05:00,414.73
2023-02-07 19:55:00-05:00,414.73
2023-02-07 19:56:00-05:00,414.73
2023-02-07 19:57:00-05:00,414.73
2023-02-07 19:58:00-05:00,414.76
2023-02-07 19:59:00-05:00,414.76
2023-02-08 04:00:00-05:00,414.27
2023-02-08 04:01:00-05:00,414.19
2023-02-08 04:02:00-05:00,414.16
2023-02-08 04:03:00-05:00,414.19
2023-02-08 04:04:00-05:00,414.29
2023-02-08 04:05:00-05:00,414.39
2023-02-08 04:06:00-05:00,414.43
2023-02-08 04:07:00-05:00,414.53
2023-02-08 04:08:00-05:00,414.53
2023-02-08 04:09:00-05:00,414.53
2023-02-08 04:10:00-05:00,414.55
2023-02-08 04:11:00-05:00,414.55
2023-02-08 04:12:00-05:00,414.59
2023-02-08 04:13:00-05:00,414.59
2023-02-08 04:14:00-05:00,414.53
2023-02-08 04:15:00-05:00,414.49
2023-02-08 04:16:00-05:00,414.48
2023-02-08 04:17:00-05:00,414.46
2023-02-08 04:18:00-05:00,414.46
2023-02-08 04:19:00-05:00,414.42
2023-02-08 04:20:00-05:00,414.42
2023-02-08 04:21:00-05:00,414.4
2023-02-08 04:22:00-05:00,414.36
2023-02-08 04:25:00-05:00,414.34
2023-02-08 04:26:00-05:00,414.36
2023-02-08 04:27:00-05:00,414.45
2023-02-08 04:28:00-05:00,414.49
2023-02-08 04:29:00-05:00,414.49
2023-02-08 04:30:00-05:00,414.36
2023-02-08 04:31:00-05:00,414.23
2023-02-08 04:32:00-05:00,414.23
2023-02-08 04:33:00-05:00,414.24
2023-02-08 04:34:00-05:00,414.24
2023-02-08 04:35:00-05:00,414.09
2023-02-08 04:36:00-05:00,414.09
2023-02-08 04:38:00-05:00,414.09
2023-02-08 04:39:00-05:00,414.05
2023-02-08 04:40:00-05:00,414.03
2023-02-08 04:42:00-05:00,414.03
2023-02-08 04:43:00-05:00,414.03
2023-02-08 04:44:00-05:00,414.03
2023-02-08 04:45:00-05:00,414.03
2023-02-08 04:46:00-05:00,413.99
2023-02-08 04:47:00-05:00,413.95
2023-02-08 04:48:00-05:00,413.95
2023-02-08 04:49:00-05:00,414.1
2023-02-08 04:50:00-05:00,414.18
2023-02-08 04:51:00-05:00,414.18
2023-02-08 04:52:00-05:00,414.18
2023-02-08 04:53:00-05:00,414.06
2023-02-08 04:54:00-05:00,414.03
2023-02-08 04:55:00-05:00,413.99
2023-02-08 04:56:00-05:00,413.98
2023-02-08 04:57:00-05:00,413.98
2023-02-08 04:58:00-05:00,414.09
2023-02-08 04:59:00-05:00,414.32
2023-02-08 05:00:00-05:00,414.32
2023-02-08 05:01:00-05:00,414.24
2023-02-08 05:02:00-05:00,414.2
2023-02-08 05:03:00-05:00,414.13
2023-02-08 05:04:00-05:00,414.09
2023-02-08 05:05:00-05:00,414.08
2023-02-08 05:06:00-05:00,413.94
2023-02-08 05:07:00-05:00,413.93
2023-02-08 05:08:00-05:00,413.94
2023-02-08 05:10:00-05:00,413.93
2023-02-08 05:11:00-05:00,413.88
2023-02-08 05:12:00-05:00,413.88
2023-02-08 05:13:00-05:00,413.95
2023-02-08 05:14:00-05:00,413.95
2023-02-08 05:15:00-05:00,413.95
2023-02-08 05:16:00-05:00,413.92
2023-02-08 05:17:00-05:00,413.9
2023-02-08 05:18:00-05:00,413.92
2023-02-08 05:19:00-05:00,413.9
2023-02-08 05:20:00-05:00,413.87
2023-02-08 05:21:00-05:00,413.87
2023-02-08 05:22:00-05:00,413.94
2023-02-08 05:23:00-05:00,414.03
2023-02-08 05:24:00-05:00,414.08
2023-02-08 05:25:00-05:00,414.18
2023-02-08 05:26:00-05:00,414.18
2023-02-08 05:27:00-05:00,414.18
2023-02-08 05:28:00-05:00,414.07
2023-02-08 05:29:00-05:00,414.05
2023-02-08 05:30:00-05:00,413.89
2023-02-08 05:31:00-05:00,413.88
2023-02-08 05:32:00-05:00,413.88
2023-02-08 05:33:00-05:00,413.88
2023-02-08 05:34:00-05:00,414.0
2023-02-08 05:35:00-05:00,414.0
2023-02-08 05:36:00-05:00,414.0
2023-02-08 05:37:00-05:00,414.12
2023-02-08 05:38:00-05:00,414.12
2023-02-08 05:39:00-05:00,414.09
2023-02-08 05:40:00-05:00,414.09
2023-02-08 05:41:00-05:00,414.1
2023-02-08 05:42:00-05:00,414.13
2023-02-08 05:43:00-05:00,414.13
2023-02-08 05:44:00-05:00,414.0
2023-02-08 05:45:00-05:00,414.0
2023-02-08 05:46:00-05:00,414.1
2023-02-08 05:47:00-05:00,414.11
2023-02-08 05:48:00-05:00,414.2
2023-02-08 05:49:00-05:00,414.24
2023-02-08 05:50:00-05:00,414.25
2023-02-08 05:51:00-05:00,414.24
2023-02-08 05:53:00-05:00,414.21
2023-02-08 05:54:00-05:00,414.2
2023-02-08 05:55:00-05:00,414.2
2023-02-08 05:56:00-05:00,414.25
2023-02-08 05:57:00-05:00,414.29
2023-02-08 05:59:00-05:00,414.3
2023-02-08 06:00:00-05:00,414.33
2023-02-08 06:01:00-05:00,414.34
2023-02-08 06:02:00-05:00,414.34
2023-02-08 06:03:00-05:00,414.34
2023-02-08 06:04:00-05:00,414.19
2023-02-08 06:05:00-05:00,414.14
2023-02-08 06:06:00-05:00,414.14
2023-02-08 06:07:00-05:00,414.15
2023-02-08 06:08:00-05:00,414.29
2023-02-08 06:09:00-05:00,414.29
2023-02-08 06:10:00-05:00,414.3
2023-02-08 06:11:00-05:00,414.28
2023-02-08 06:12:00-05:00,414.12
2023-02-08 06:13:00-05:00,414.12
2023-02-08 06:15:00-05:00,414.12
2023-02-08 06:16:00-05:00,414.07
2023-02-08 06:17:00-05:00,414.07
2023-02-08 06:18:00-05:00,414.01
2023-02-08 06:19:00-05:00,414.01
2023-02-08 06:20:00-05:00,414.0
2023-02-08 06:21:00-05:00,413.92
2023-02-08 06:22:00-05:00,413.92
2023-02-08 06:23:00-05:00,413.85
2023-02-08 06:24:00-05:00,413.85
2023-02-08 06:25:00-05:00,413.84
2023-02-08 06:26:00-05:00,413.85
