,SPY_Low
2023-01-19 06:06:00-05:00,389.3
2023-01-19 06:07:00-05:00,389.39
2023-01-19 06:08:00-05:00,389.47
2023-01-19 06:09:00-05:00,389.51
2023-01-19 06:10:00-05:00,389.55
2023-01-19 06:11:00-05:00,389.47
2023-01-19 06:12:00-05:00,389.35
2023-01-19 06:13:00-05:00,389.37
2023-01-19 06:14:00-05:00,389.36
2023-01-19 06:15:00-05:00,389.35
2023-01-19 06:16:00-05:00,389.35
2023-01-19 06:17:00-05:00,389.22
2023-01-19 06:18:00-05:00,389.12
2023-01-19 06:19:00-05:00,389.1
2023-01-19 06:20:00-05:00,389.08
2023-01-19 06:21:00-05:00,388.99
2023-01-19 06:22:00-05:00,389.01
2023-01-19 06:23:00-05:00,388.99
2023-01-19 06:24:00-05:00,388.94
2023-01-19 06:25:00-05:00,388.88
2023-01-19 06:26:00-05:00,388.9
2023-01-19 06:27:00-05:00,388.87
2023-01-19 06:28:00-05:00,388.84
2023-01-19 06:29:00-05:00,388.76
2023-01-19 06:30:00-05:00,388.83
2023-01-19 06:31:00-05:00,388.75
2023-01-19 06:32:00-05:00,388.75
2023-01-19 06:33:00-05:00,388.75
2023-01-19 06:34:00-05:00,388.76
2023-01-19 06:35:00-05:00,388.76
2023-01-19 06:36:00-05:00,388.75
2023-01-19 06:37:00-05:00,388.75
2023-01-19 06:38:00-05:00,388.79
2023-01-19 06:39:00-05:00,388.89
2023-01-19 06:40:00-05:00,388.85
2023-01-19 06:41:00-05:00,388.83
2023-01-19 06:42:00-05:00,388.77
2023-01-19 06:43:00-05:00,388.75
2023-01-19 06:44:00-05:00,388.75
2023-01-19 06:45:00-05:00,388.75
2023-01-19 06:46:00-05:00,388.75
2023-01-19 06:47:00-05:00,388.75
2023-01-19 06:48:00-05:00,388.8
2023-01-19 06:49:00-05:00,388.8
2023-01-19 06:50:00-05:00,388.82
2023-01-19 06:51:00-05:00,388.85
2023-01-19 06:52:00-05:00,388.76
2023-01-19 06:53:00-05:00,388.71
2023-01-19 06:54:00-05:00,388.73
2023-01-19 06:55:00-05:00,388.83
2023-01-19 06:56:00-05:00,388.88
2023-01-19 06:57:00-05:00,388.96
2023-01-19 06:58:00-05:00,388.93
2023-01-19 06:59:00-05:00,388.91
2023-01-19 07:00:00-05:00,388.85
2023-01-19 07:01:00-05:00,388.79
2023-01-19 07:02:00-05:00,388.64
2023-01-19 07:03:00-05:00,388.54
2023-01-19 07:04:00-05:00,388.5
2023-01-19 07:05:00-05:00,388.56
2023-01-19 07:06:00-05:00,388.63
2023-01-19 07:07:00-05:00,388.6
2023-01-19 07:08:00-05:00,388.61
2023-01-19 07:09:00-05:00,388.68
2023-01-19 07:10:00-05:00,388.72
2023-01-19 07:11:00-05:00,388.68
2023-01-19 07:12:00-05:00,388.71
2023-01-19 07:13:00-05:00,388.74
2023-01-19 07:14:00-05:00,388.8
2023-01-19 07:15:00-05:00,388.89
2023-01-19 07:16:00-05:00,388.68
2023-01-19 07:17:00-05:00,388.74
2023-01-19 07:18:00-05:00,388.65
2023-01-19 07:19:00-05:00,388.63
2023-01-19 07:20:00-05:00,388.6
2023-01-19 07:21:00-05:00,388.64
2023-01-19 07:22:00-05:00,388.59
2023-01-19 07:23:00-05:00,388.5
2023-01-19 07:24:00-05:00,388.5
2023-01-19 07:25:00-05:00,388.45
2023-01-19 07:26:00-05:00,388.57
2023-01-19 07:27:00-05:00,388.6
2023-01-19 07:28:00-05:00,388.65
2023-01-19 07:29:00-05:00,388.7
2023-01-19 07:30:00-05:00,388.58
2023-01-19 07:31:00-05:00,388.52
2023-01-19 07:32:00-05:00,388.45
2023-01-19 07:33:00-05:00,388.5
2023-01-19 07:34:00-05:00,388.48
2023-01-19 07:35:00-05:00,388.49
2023-01-19 07:36:00-05:00,388.6
2023-01-19 07:37:00-05:00,388.65
2023-01-19 07:38:00-05:00,388.63
2023-01-19 07:39:00-05:00,388.55
2023-01-19 07:40:00-05:00,388.56
2023-01-19 07:41:00-05:00,388.52
2023-01-19 07:42:00-05:00,388.44
2023-01-19 07:43:00-05:00,388.46
2023-01-19 07:44:00-05:00,388.35
2023-01-19 07:45:00-05:00,388.34
2023-01-19 07:46:00-05:00,388.3
2023-01-19 07:47:00-05:00,388.28
2023-01-19 07:48:00-05:00,388.26
2023-01-19 07:49:00-05:00,388.22
2023-01-19 07:50:00-05:00,388.23
2023-01-19 07:51:00-05:00,388.24
2023-01-19 07:52:00-05:00,388.24
2023-01-19 07:53:00-05:00,388.3
2023-01-19 07:54:00-05:00,388.2
2023-01-19 07:55:00-05:00,388.17
2023-01-19 07:56:00-05:00,388.18
2023-01-19 07:57:00-05:00,388.18
2023-01-19 07:58:00-05:00,388.19
2023-01-19 07:59:00-05:00,388.3
2023-01-19 08:00:00-05:00,388.18
2023-01-19 08:01:00-05:00,388.19
2023-01-19 08:02:00-05:00,388.14
2023-01-19 08:03:00-05:00,388.11
2023-01-19 08:04:00-05:00,388.22
2023-01-19 08:05:00-05:00,388.28
2023-01-19 08:06:00-05:00,388.23
2023-01-19 08:07:00-05:00,388.21
2023-01-19 08:08:00-05:00,388.22
2023-01-19 08:09:00-05:00,388.27
2023-01-19 08:10:00-05:00,388.32
2023-01-19 08:11:00-05:00,388.22
2023-01-19 08:12:00-05:00,388.29
2023-01-19 08:13:00-05:00,388.24
2023-01-19 08:14:00-05:00,388.28
2023-01-19 08:15:00-05:00,388.23
2023-01-19 08:16:00-05:00,388.23
2023-01-19 08:17:00-05:00,388.2
2023-01-19 08:18:00-05:00,388.17
2023-01-19 08:19:00-05:00,388.17
2023-01-19 08:20:00-05:00,388.23
2023-01-19 08:21:00-05:00,388.26
2023-01-19 08:22:00-05:00,388.19
2023-01-19 08:23:00-05:00,388.32
2023-01-19 08:24:00-05:00,388.33
2023-01-19 08:25:00-05:00,388.3
2023-01-19 08:26:00-05:00,388.3
2023-01-19 08:27:00-05:00,388.36
2023-01-19 08:28:00-05:00,388.34
2023-01-19 08:29:00-05:00,388.33
2023-01-19 08:30:00-05:00,387.9
2023-01-19 08:31:00-05:00,387.86
2023-01-19 08:32:00-05:00,387.83
2023-01-19 08:33:00-05:00,388.02
2023-01-19 08:34:00-05:00,388.29
2023-01-19 08:35:00-05:00,388.25
2023-01-19 08:36:00-05:00,388.32
2023-01-19 08:37:00-05:00,388.02
2023-01-19 08:38:00-05:00,388.18
2023-01-19 08:39:00-05:00,388.41
2023-01-19 08:40:00-05:00,388.44
2023-01-19 08:41:00-05:00,388.36
2023-01-19 08:42:00-05:00,388.38
2023-01-19 08:43:00-05:00,388.13
2023-01-19 08:44:00-05:00,388.22
2023-01-19 08:45:00-05:00,388.18
2023-01-19 08:46:00-05:00,388.34
2023-01-19 08:47:00-05:00,388.2
2023-01-19 08:48:00-05:00,388.17
2023-01-19 08:49:00-05:00,388.33
2023-01-19 08:50:00-05:00,388.35
2023-01-19 08:51:00-05:00,388.37
2023-01-19 08:52:00-05:00,388.543
2023-01-19 08:53:00-05:00,388.6
2023-01-19 08:54:00-05:00,388.83
2023-01-19 08:55:00-05:00,388.83
2023-01-19 08:56:00-05:00,388.8
2023-01-19 08:57:00-05:00,388.845
2023-01-19 08:58:00-05:00,388.87
2023-01-19 08:59:00-05:00,388.87
2023-01-19 09:00:00-05:00,388.83
2023-01-19 09:01:00-05:00,388.94
2023-01-19 09:02:00-05:00,389.2
2023-01-19 09:03:00-05:00,389.16
2023-01-19 09:04:00-05:00,389.06
2023-01-19 09:05:00-05:00,389.06
2023-01-19 09:06:00-05:00,388.87
2023-01-19 09:07:00-05:00,388.85
2023-01-19 09:08:00-05:00,388.64
2023-01-19 09:09:00-05:00,388.55
2023-01-19 09:10:00-05:00,388.5
2023-01-19 09:11:00-05:00,388.63
2023-01-19 09:12:00-05:00,388.63
2023-01-19 09:13:00-05:00,388.59
2023-01-19 09:14:00-05:00,388.61
2023-01-19 09:30:00-05:00,389.0862121582031
2023-01-19 09:31:00-05:00,389.3800048828125
2023-01-19 09:32:00-05:00,389.1900024414063
2023-01-19 09:33:00-05:00,389.8299865722656
2023-01-19 09:34:00-05:00,389.6799926757813
2023-01-19 09:35:00-05:00,389.3599853515625
2023-01-19 09:36:00-05:00,389.2799987792969
2023-01-19 09:37:00-05:00,389.3205871582031
2023-01-19 09:38:00-05:00,389.6000061035156
2023-01-19 09:39:00-05:00,389.9150085449219
2023-01-19 09:40:00-05:00,389.8699951171875
2023-01-19 09:41:00-05:00,390.0899963378906
2023-01-19 09:42:00-05:00,389.8200073242188
2023-01-19 09:43:00-05:00,389.4249877929688
2023-01-19 09:44:00-05:00,389.1799926757813
2023-01-19 09:45:00-05:00,388.9700927734375
2023-01-19 09:46:00-05:00,388.9599914550781
2023-01-19 09:47:00-05:00,388.8800048828125
2023-01-19 09:48:00-05:00,388.8099060058594
2023-01-19 09:49:00-05:00,388.6400146484375
2023-01-19 09:50:00-05:00,388.7799987792969
2023-01-19 09:51:00-05:00,389.0199890136719
2023-01-19 09:52:00-05:00,388.8800048828125
2023-01-19 09:53:00-05:00,388.6195983886719
2023-01-19 09:54:00-05:00,388.6199951171875
2023-01-19 09:55:00-05:00,388.75
2023-01-19 09:56:00-05:00,388.9649963378906
2023-01-19 09:57:00-05:00,388.9700012207031
2023-01-19 09:58:00-05:00,389.4100036621094
2023-01-19 09:59:00-05:00,389.2200012207031
2023-01-19 10:00:00-05:00,388.8999938964844
2023-01-19 10:01:00-05:00,388.989990234375
2023-01-19 10:02:00-05:00,389.0899963378906
2023-01-19 10:03:00-05:00,388.9800109863281
2023-01-19 10:04:00-05:00,389.0199890136719
2023-01-19 10:05:00-05:00,389.2049865722656
2023-01-19 10:06:00-05:00,389.3590087890625
2023-01-19 10:07:00-05:00,389.5799865722656
2023-01-19 10:08:00-05:00,389.5150146484375
2023-01-19 10:09:00-05:00,389.7200012207031
2023-01-19 10:10:00-05:00,389.4500122070313
2023-01-19 10:11:00-05:00,389.1400146484375
2023-01-19 10:12:00-05:00,388.3999938964844
2023-01-19 10:13:00-05:00,388.635009765625
2023-01-19 10:14:00-05:00,388.7799987792969
2023-01-19 10:15:00-05:00,388.6400146484375
2023-01-19 10:16:00-05:00,388.6799926757813
2023-01-19 10:17:00-05:00,388.6899108886719
2023-01-19 10:18:00-05:00,389.4599914550781
2023-01-19 10:19:00-05:00,389.4000854492188
2023-01-19 10:20:00-05:00,389.25
2023-01-19 10:21:00-05:00,389.1600036621094
2023-01-19 10:22:00-05:00,389.05999755859375
2023-01-19 10:23:00-05:00,389.0499877929688
2023-01-19 10:24:00-05:00,388.9299926757813
2023-01-19 10:25:00-05:00,388.8800048828125
2023-01-19 10:26:00-05:00,388.9100036621094
2023-01-19 10:27:00-05:00,388.8200073242188
2023-01-19 10:28:00-05:00,388.6900024414063
2023-01-19 10:29:00-05:00,388.8299865722656
2023-01-19 10:30:00-05:00,388.7200012207031
2023-01-19 10:31:00-05:00,388.6749877929688
2023-01-19 10:32:00-05:00,388.5199890136719
2023-01-19 10:33:00-05:00,388.510009765625
2023-01-19 10:34:00-05:00,388.5299987792969
2023-01-19 10:35:00-05:00,388.4200134277344
2023-01-19 10:36:00-05:00,388.239990234375
2023-01-19 10:37:00-05:00,388.2349853515625
2023-01-19 10:38:00-05:00,388.35009765625
2023-01-19 10:39:00-05:00,388.5700073242188
2023-01-19 10:40:00-05:00,388.6799926757813
2023-01-19 10:41:00-05:00,388.55999755859375
2023-01-19 10:42:00-05:00,388.5299987792969
2023-01-19 10:43:00-05:00,388.3800048828125
2023-01-19 10:44:00-05:00,388.3699951171875
2023-01-19 10:45:00-05:00,388.2300109863281
2023-01-19 10:46:00-05:00,387.9450073242188
2023-01-19 10:47:00-05:00,388.1499938964844
2023-01-19 10:48:00-05:00,388.1099853515625
2023-01-19 10:49:00-05:00,388.1499938964844
2023-01-19 10:50:00-05:00,388.1000061035156
2023-01-19 10:51:00-05:00,387.9605102539063
2023-01-19 10:52:00-05:00,387.9200134277344
2023-01-19 10:53:00-05:00,387.80999755859375
2023-01-19 10:54:00-05:00,387.8800048828125
2023-01-19 10:55:00-05:00,387.7000122070313
2023-01-19 10:56:00-05:00,387.55999755859375
2023-01-19 10:57:00-05:00,387.55999755859375
2023-01-19 10:58:00-05:00,387.6199951171875
2023-01-19 10:59:00-05:00,387.7038879394531
2023-01-19 11:00:00-05:00,387.80999755859375
2023-01-19 11:01:00-05:00,388.1000061035156
2023-01-19 11:02:00-05:00,387.9299926757813
2023-01-19 11:03:00-05:00,388.0299987792969
2023-01-19 11:04:00-05:00,387.7300109863281
2023-01-19 11:05:00-05:00,387.8399963378906
2023-01-19 11:06:00-05:00,387.7699890136719
2023-01-19 11:07:00-05:00,387.8900146484375
2023-01-19 11:08:00-05:00,388.0899963378906
2023-01-19 11:09:00-05:00,388.4400024414063
2023-01-19 11:10:00-05:00,388.4500122070313
2023-01-19 11:11:00-05:00,388.7099914550781
2023-01-19 11:12:00-05:00,388.6900024414063
2023-01-19 11:13:00-05:00,388.6600036621094
2023-01-19 11:14:00-05:00,388.55999755859375
2023-01-19 11:15:00-05:00,388.4800109863281
2023-01-19 11:16:00-05:00,388.3999938964844
2023-01-19 11:17:00-05:00,388.30999755859375
2023-01-19 11:18:00-05:00,388.239990234375
2023-01-19 11:19:00-05:00,388.2300109863281
2023-01-19 11:20:00-05:00,388.1300048828125
2023-01-19 11:21:00-05:00,388.0450134277344
2023-01-19 11:22:00-05:00,388.0499877929688
2023-01-19 11:23:00-05:00,388.0299987792969
2023-01-19 11:24:00-05:00,388.0249938964844
2023-01-19 11:25:00-05:00,388.0299987792969
2023-01-19 11:26:00-05:00,387.9299926757813
2023-01-19 11:27:00-05:00,387.8999938964844
2023-01-19 11:28:00-05:00,387.7300109863281
2023-01-19 11:29:00-05:00,387.6900024414063
2023-01-19 11:30:00-05:00,387.7123107910156
2023-01-19 11:31:00-05:00,387.739990234375
2023-01-19 11:32:00-05:00,387.7999877929688
2023-01-19 11:33:00-05:00,387.8399963378906
2023-01-19 11:34:00-05:00,387.6719970703125
2023-01-19 11:35:00-05:00,387.6600036621094
2023-01-19 11:36:00-05:00,387.6950073242188
2023-01-19 11:37:00-05:00,387.6600036621094
2023-01-19 11:38:00-05:00,387.6549987792969
2023-01-19 11:39:00-05:00,387.760009765625
2023-01-19 11:40:00-05:00,387.7099914550781
2023-01-19 11:41:00-05:00,387.6199951171875
2023-01-19 11:42:00-05:00,387.6600036621094
2023-01-19 11:43:00-05:00,387.3399963378906
2023-01-19 11:44:00-05:00,387.3299865722656
2023-01-19 11:45:00-05:00,387.3200073242188
2023-01-19 11:46:00-05:00,387.2999877929688
2023-01-19 11:47:00-05:00,387.260009765625
2023-01-19 11:48:00-05:00,387.3200073242188
2023-01-19 11:49:00-05:00,387.43499755859375
2023-01-19 11:50:00-05:00,387.55999755859375
2023-01-19 11:51:00-05:00,387.4649963378906
2023-01-19 11:52:00-05:00,387.4200134277344
2023-01-19 11:53:00-05:00,387.510009765625
2023-01-19 11:54:00-05:00,387.4299926757813
2023-01-19 11:55:00-05:00,387.4800109863281
2023-01-19 11:56:00-05:00,387.5499877929688
2023-01-19 11:57:00-05:00,387.625
2023-01-19 11:58:00-05:00,387.6900024414063
2023-01-19 11:59:00-05:00,387.5899963378906
2023-01-19 12:00:00-05:00,387.80999755859375
2023-01-19 12:01:00-05:00,388.1050109863281
2023-01-19 12:02:00-05:00,388.239990234375
2023-01-19 12:03:00-05:00,388.239990234375
2023-01-19 12:04:00-05:00,388.2900085449219
2023-01-19 12:05:00-05:00,388.3049926757813
2023-01-19 12:06:00-05:00,388.4200134277344
2023-01-19 12:07:00-05:00,388.25
2023-01-19 12:08:00-05:00,388.1400146484375
2023-01-19 12:09:00-05:00,388.0899963378906
2023-01-19 12:10:00-05:00,388.1900024414063
2023-01-19 12:11:00-05:00,388.1940002441406
2023-01-19 12:12:00-05:00,388.2650146484375
2023-01-19 12:13:00-05:00,388.2800903320313
2023-01-19 12:14:00-05:00,388.4014892578125
2023-01-19 12:15:00-05:00,388.6099853515625
2023-01-19 12:16:00-05:00,388.760009765625
2023-01-19 12:17:00-05:00,388.8800048828125
2023-01-19 12:18:00-05:00,388.760009765625
2023-01-19 12:19:00-05:00,388.7099914550781
2023-01-19 12:20:00-05:00,388.5799865722656
2023-01-19 12:21:00-05:00,388.6050109863281
2023-01-19 12:22:00-05:00,388.5499877929688
2023-01-19 12:23:00-05:00,388.4500122070313
2023-01-19 12:24:00-05:00,388.2799987792969
2023-01-19 12:25:00-05:00,388.2850036621094
2023-01-19 12:26:00-05:00,388.2449951171875
2023-01-19 12:27:00-05:00,388.2699890136719
2023-01-19 12:28:00-05:00,388.239990234375
2023-01-19 12:29:00-05:00,388.2200927734375
2023-01-19 12:30:00-05:00,388.1950073242188
2023-01-19 12:31:00-05:00,388.1300048828125
2023-01-19 12:32:00-05:00,388.2405090332031
2023-01-19 12:33:00-05:00,388.239990234375
2023-01-19 12:34:00-05:00,388.2300109863281
2023-01-19 12:35:00-05:00,388.2214965820313
2023-01-19 12:36:00-05:00,388.2300109863281
2023-01-19 12:37:00-05:00,388.2799987792969
2023-01-19 12:38:00-05:00,388.3210144042969
2023-01-19 12:39:00-05:00,388.30999755859375
2023-01-19 12:40:00-05:00,388.2699890136719
2023-01-19 12:41:00-05:00,388.2900085449219
2023-01-19 12:42:00-05:00,388.3800048828125
2023-01-19 12:43:00-05:00,388.239990234375
2023-01-19 12:44:00-05:00,388.1600036621094
2023-01-19 12:45:00-05:00,388.1600036621094
2023-01-19 12:46:00-05:00,388.3399963378906
2023-01-19 12:47:00-05:00,388.110107421875
2023-01-19 12:48:00-05:00,388.1499938964844
2023-01-19 12:49:00-05:00,388.1300048828125
2023-01-19 12:50:00-05:00,388.1799926757813
2023-01-19 12:51:00-05:00,388.0400085449219
2023-01-19 12:52:00-05:00,388.0398864746094
2023-01-19 12:53:00-05:00,388.1099853515625
2023-01-19 12:54:00-05:00,387.9800109863281
2023-01-19 12:55:00-05:00,387.9299926757813
2023-01-19 12:56:00-05:00,388.0199890136719
2023-01-19 12:57:00-05:00,388.1099853515625
2023-01-19 12:58:00-05:00,388.1700134277344
2023-01-19 12:59:00-05:00,388.3299865722656
2023-01-19 13:00:00-05:00,388.5299987792969
2023-01-19 13:01:00-05:00,388.6300048828125
2023-01-19 13:02:00-05:00,388.6799926757813
2023-01-19 13:03:00-05:00,388.8800048828125
2023-01-19 13:04:00-05:00,389.1799926757813
2023-01-19 13:05:00-05:00,388.8699951171875
2023-01-19 13:06:00-05:00,388.8299865722656
2023-01-19 13:07:00-05:00,388.7300109863281
2023-01-19 13:08:00-05:00,388.8699951171875
2023-01-19 13:09:00-05:00,388.9700012207031
2023-01-19 13:10:00-05:00,388.8399963378906
2023-01-19 13:11:00-05:00,388.6709899902344
2023-01-19 13:12:00-05:00,388.7200012207031
2023-01-19 13:13:00-05:00,388.9200134277344
2023-01-19 13:14:00-05:00,388.9700012207031
2023-01-19 13:15:00-05:00,388.5799865722656
2023-01-19 13:16:00-05:00,388.6799926757813
2023-01-19 13:17:00-05:00,388.7300109863281
2023-01-19 13:18:00-05:00,388.7999877929688
2023-01-19 13:19:00-05:00,389.1799926757813
2023-01-19 13:20:00-05:00,389.1300048828125
2023-01-19 13:21:00-05:00,389.260009765625
2023-01-19 13:22:00-05:00,389.4599914550781
2023-01-19 13:23:00-05:00,389.239990234375
2023-01-19 13:24:00-05:00,389.1900024414063
2023-01-19 13:25:00-05:00,389.0299987792969
2023-01-19 13:26:00-05:00,388.8299865722656
2023-01-19 13:27:00-05:00,388.8179016113281
2023-01-19 13:28:00-05:00,388.8500061035156
2023-01-19 13:29:00-05:00,389.0
2023-01-19 13:30:00-05:00,389.1199951171875
2023-01-19 13:31:00-05:00,389.3999938964844
2023-01-19 13:32:00-05:00,389.4700012207031
2023-01-19 13:33:00-05:00,389.3830871582031
2023-01-19 13:34:00-05:00,389.2449951171875
2023-01-19 13:35:00-05:00,389.489990234375
2023-01-19 13:36:00-05:00,389.5700073242188
2023-01-19 13:37:00-05:00,389.7300109863281
2023-01-19 13:38:00-05:00,389.7300109863281
2023-01-19 13:39:00-05:00,389.8699951171875
2023-01-19 13:40:00-05:00,390.1199951171875
2023-01-19 13:41:00-05:00,390.1650085449219
2023-01-19 13:42:00-05:00,390.0
2023-01-19 13:43:00-05:00,389.8800048828125
2023-01-19 13:44:00-05:00,389.8349914550781
2023-01-19 13:45:00-05:00,389.8599853515625
2023-01-19 13:46:00-05:00,389.7619934082031
2023-01-19 13:47:00-05:00,389.7749938964844
2023-01-19 13:48:00-05:00,389.8500061035156
2023-01-19 13:49:00-05:00,389.7950134277344
2023-01-19 13:50:00-05:00,389.5899963378906
2023-01-19 13:51:00-05:00,389.510009765625
2023-01-19 13:52:00-05:00,389.510009765625
2023-01-19 13:53:00-05:00,389.6199951171875
2023-01-19 13:54:00-05:00,389.5799865722656
2023-01-19 13:55:00-05:00,389.4599914550781
2023-01-19 13:56:00-05:00,389.4599914550781
2023-01-19 13:57:00-05:00,389.5799865722656
2023-01-19 13:58:00-05:00,389.6300048828125
2023-01-19 13:59:00-05:00,389.7199096679688
2023-01-19 14:00:00-05:00,389.4500122070313
2023-01-19 14:01:00-05:00,389.3399963378906
2023-01-19 14:02:00-05:00,389.5300903320313
2023-01-19 14:03:00-05:00,389.5700073242188
2023-01-19 14:04:00-05:00,389.6300048828125
2023-01-19 14:05:00-05:00,389.4500122070313
2023-01-19 14:06:00-05:00,389.2699890136719
2023-01-19 14:07:00-05:00,389.25
2023-01-19 14:08:00-05:00,389.31878662109375
2023-01-19 14:09:00-05:00,389.4400024414063
2023-01-19 14:10:00-05:00,389.4789123535156
2023-01-19 14:11:00-05:00,389.6000061035156
2023-01-19 14:12:00-05:00,389.6199951171875
2023-01-19 14:13:00-05:00,389.8299865722656
2023-01-19 14:14:00-05:00,389.9400024414063
2023-01-19 14:15:00-05:00,390.0400085449219
2023-01-19 14:16:00-05:00,390.0299987792969
2023-01-19 14:17:00-05:00,389.8699951171875
2023-01-19 14:18:00-05:00,389.8900146484375
2023-01-19 14:19:00-05:00,390.010009765625
2023-01-19 14:20:00-05:00,390.0700073242188
2023-01-19 14:21:00-05:00,390.2200012207031
2023-01-19 14:22:00-05:00,390.1799926757813
2023-01-19 14:23:00-05:00,390.4500122070313
2023-01-19 14:24:00-05:00,390.6099853515625
2023-01-19 14:25:00-05:00,390.4599914550781
2023-01-19 14:26:00-05:00,390.489990234375
2023-01-19 14:27:00-05:00,390.5750122070313
2023-01-19 14:28:00-05:00,390.739990234375
2023-01-19 14:29:00-05:00,390.614990234375
2023-01-19 14:30:00-05:00,390.3200073242188
2023-01-19 14:31:00-05:00,390.3431091308594
2023-01-19 14:32:00-05:00,390.4100036621094
2023-01-19 14:33:00-05:00,390.6000061035156
2023-01-19 14:34:00-05:00,390.6099853515625
2023-01-19 14:35:00-05:00,390.7000122070313
2023-01-19 14:36:00-05:00,390.7950134277344
2023-01-19 14:37:00-05:00,390.8599853515625
2023-01-19 14:38:00-05:00,390.8699951171875
2023-01-19 14:39:00-05:00,390.6300048828125
2023-01-19 14:40:00-05:00,390.6499938964844
2023-01-19 14:41:00-05:00,390.4500122070313
2023-01-19 14:42:00-05:00,390.5599060058594
2023-01-19 14:43:00-05:00,390.7900085449219
2023-01-19 14:44:00-05:00,390.7000122070313
2023-01-19 14:45:00-05:00,390.7200012207031
2023-01-19 14:46:00-05:00,390.8299865722656
2023-01-19 14:47:00-05:00,390.610595703125
2023-01-19 14:48:00-05:00,390.489990234375
2023-01-19 14:49:00-05:00,390.4800109863281
2023-01-19 14:50:00-05:00,390.4200134277344
2023-01-19 14:51:00-05:00,390.3424987792969
2023-01-19 14:52:00-05:00,390.3699951171875
2023-01-19 14:53:00-05:00,390.3900146484375
2023-01-19 14:54:00-05:00,390.2699890136719
2023-01-19 14:55:00-05:00,390.25
2023-01-19 14:56:00-05:00,390.4406127929688
2023-01-19 14:57:00-05:00,390.5700073242188
2023-01-19 14:58:00-05:00,390.5
2023-01-19 14:59:00-05:00,390.4513854980469
2023-01-19 15:00:00-05:00,390.4722900390625
2023-01-19 15:01:00-05:00,390.6499938964844
2023-01-19 15:02:00-05:00,390.6099853515625
2023-01-19 15:03:00-05:00,390.7099914550781
2023-01-19 15:04:00-05:00,390.7300109863281
2023-01-19 15:05:00-05:00,390.5397033691406
2023-01-19 15:06:00-05:00,390.25
2023-01-19 15:07:00-05:00,390.260009765625
2023-01-19 15:08:00-05:00,390.25
2023-01-19 15:09:00-05:00,390.0799865722656
2023-01-19 15:10:00-05:00,390.0799865722656
2023-01-19 15:11:00-05:00,389.9599914550781
2023-01-19 15:12:00-05:00,390.0999145507813
2023-01-19 15:13:00-05:00,390.1600036621094
2023-01-19 15:14:00-05:00,390.239990234375
2023-01-19 15:15:00-05:00,390.3999938964844
2023-01-19 15:16:00-05:00,390.1300048828125
2023-01-19 15:17:00-05:00,389.9800109863281
2023-01-19 15:18:00-05:00,389.8949890136719
2023-01-19 15:19:00-05:00,390.1650085449219
2023-01-19 15:20:00-05:00,390.0899963378906
2023-01-19 15:21:00-05:00,390.010009765625
2023-01-19 15:22:00-05:00,389.9400024414063
2023-01-19 15:23:00-05:00,389.9649963378906
2023-01-19 15:24:00-05:00,390.010009765625
2023-01-19 15:25:00-05:00,389.9800109863281
2023-01-19 15:26:00-05:00,389.989990234375
2023-01-19 15:27:00-05:00,390.2799987792969
2023-01-19 15:28:00-05:00,390.1300048828125
2023-01-19 15:29:00-05:00,390.1950073242188
2023-01-19 15:30:00-05:00,389.8299865722656
2023-01-19 15:31:00-05:00,389.7275085449219
2023-01-19 15:32:00-05:00,389.7000122070313
2023-01-19 15:33:00-05:00,389.7300109863281
2023-01-19 15:34:00-05:00,389.9700012207031
2023-01-19 15:35:00-05:00,389.9450073242188
2023-01-19 15:36:00-05:00,389.94281005859375
2023-01-19 15:37:00-05:00,390.0799865722656
2023-01-19 15:38:00-05:00,390.1799926757813
2023-01-19 15:39:00-05:00,390.0299987792969
2023-01-19 15:40:00-05:00,389.9200134277344
2023-01-19 15:41:00-05:00,389.7900085449219
2023-01-19 15:42:00-05:00,389.7300109863281
2023-01-19 15:43:00-05:00,389.5750122070313
2023-01-19 15:44:00-05:00,389.5700073242188
2023-01-19 15:45:00-05:00,389.5899963378906
2023-01-19 15:46:00-05:00,389.4800109863281
2023-01-19 15:47:00-05:00,389.489990234375
2023-01-19 15:48:00-05:00,389.489990234375
2023-01-19 15:49:00-05:00,389.5199890136719
2023-01-19 15:50:00-05:00,389.3599853515625
2023-01-19 15:51:00-05:00,389.2799987792969
2023-01-19 15:52:00-05:00,389.239990234375
2023-01-19 15:53:00-05:00,389.0
2023-01-19 15:54:00-05:00,389.0299987792969
2023-01-19 15:55:00-05:00,388.9100036621094
2023-01-19 15:56:00-05:00,388.80999755859375
2023-01-19 15:57:00-05:00,388.6900024414063
2023-01-19 15:58:00-05:00,388.68499755859375
2023-01-19 15:59:00-05:00,388.5
2023-01-19 16:00:00-05:00,388.56
2023-01-19 16:01:00-05:00,389.24
2023-01-19 16:02:00-05:00,389.1
2023-01-19 16:03:00-05:00,389.22
2023-01-19 16:04:00-05:00,389.21
2023-01-19 16:05:00-05:00,389.11
2023-01-19 16:06:00-05:00,388.79
2023-01-19 16:07:00-05:00,388.6258
2023-01-19 16:08:00-05:00,388.6258
2023-01-19 16:09:00-05:00,388.6261
2023-01-19 16:10:00-05:00,388.85
2023-01-19 16:11:00-05:00,388.64
2023-01-19 16:12:00-05:00,388.64
2023-01-19 16:13:00-05:00,388.64
2023-01-19 16:14:00-05:00,388.81
2023-01-19 16:15:00-05:00,388.64
2023-01-19 16:16:00-05:00,388.64
