,SPY_Low
2023-01-06 11:21:00-05:00,385.4549865722656
2023-01-06 11:22:00-05:00,385.5700073242188
2023-01-06 11:23:00-05:00,385.55999755859375
2023-01-06 11:24:00-05:00,385.635009765625
2023-01-06 11:25:00-05:00,385.5499877929688
2023-01-06 11:26:00-05:00,385.3500061035156
2023-01-06 11:27:00-05:00,385.1650085449219
2023-01-06 11:28:00-05:00,385.2099914550781
2023-01-06 11:29:00-05:00,385.2799987792969
2023-01-06 11:30:00-05:00,385.2000122070313
2023-01-06 11:31:00-05:00,385.05999755859375
2023-01-06 11:32:00-05:00,385.0
2023-01-06 11:33:00-05:00,385.3900146484375
2023-01-06 11:34:00-05:00,385.43499755859375
2023-01-06 11:35:00-05:00,385.6400146484375
2023-01-06 11:36:00-05:00,385.510009765625
2023-01-06 11:37:00-05:00,385.5199890136719
2023-01-06 11:38:00-05:00,385.5101013183594
2023-01-06 11:39:00-05:00,385.635009765625
2023-01-06 11:40:00-05:00,385.7300109863281
2023-01-06 11:41:00-05:00,385.5400085449219
2023-01-06 11:42:00-05:00,385.4150085449219
2023-01-06 11:43:00-05:00,385.4100036621094
2023-01-06 11:44:00-05:00,385.419189453125
2023-01-06 11:45:00-05:00,385.5150146484375
2023-01-06 11:46:00-05:00,385.5249938964844
2023-01-06 11:47:00-05:00,385.4400024414063
2023-01-06 11:48:00-05:00,385.7000122070313
2023-01-06 11:49:00-05:00,385.7999877929688
2023-01-06 11:50:00-05:00,385.8699951171875
2023-01-06 11:51:00-05:00,386.1400146484375
2023-01-06 11:52:00-05:00,386.489990234375
2023-01-06 11:53:00-05:00,386.55279541015625
2023-01-06 11:54:00-05:00,386.3999938964844
2023-01-06 11:55:00-05:00,386.4450073242188
2023-01-06 11:56:00-05:00,386.510009765625
2023-01-06 11:57:00-05:00,386.5491943359375
2023-01-06 11:58:00-05:00,386.3599853515625
2023-01-06 11:59:00-05:00,386.1900024414063
2023-01-06 12:00:00-05:00,386.260009765625
2023-01-06 12:01:00-05:00,386.3599853515625
2023-01-06 12:02:00-05:00,386.260009765625
2023-01-06 12:03:00-05:00,386.2699890136719
2023-01-06 12:04:00-05:00,386.3399963378906
2023-01-06 12:05:00-05:00,386.2799987792969
2023-01-06 12:06:00-05:00,386.2800903320313
2023-01-06 12:07:00-05:00,386.30999755859375
2023-01-06 12:08:00-05:00,386.2325134277344
2023-01-06 12:09:00-05:00,386.2699890136719
2023-01-06 12:10:00-05:00,386.2972106933594
2023-01-06 12:11:00-05:00,386.260009765625
2023-01-06 12:12:00-05:00,386.1300048828125
2023-01-06 12:13:00-05:00,386.1099853515625
2023-01-06 12:14:00-05:00,385.9100036621094
2023-01-06 12:15:00-05:00,385.9700927734375
2023-01-06 12:16:00-05:00,385.8500061035156
2023-01-06 12:17:00-05:00,385.7699890136719
2023-01-06 12:18:00-05:00,385.9700012207031
2023-01-06 12:19:00-05:00,386.125
2023-01-06 12:20:00-05:00,386.0698852539063
2023-01-06 12:21:00-05:00,386.05999755859375
2023-01-06 12:22:00-05:00,385.9100036621094
2023-01-06 12:23:00-05:00,385.6400146484375
2023-01-06 12:24:00-05:00,385.3800048828125
2023-01-06 12:25:00-05:00,385.4599914550781
2023-01-06 12:26:00-05:00,385.4501037597656
2023-01-06 12:27:00-05:00,385.4599914550781
2023-01-06 12:28:00-05:00,385.4800109863281
2023-01-06 12:29:00-05:00,385.5238037109375
2023-01-06 12:30:00-05:00,385.5799865722656
2023-01-06 12:31:00-05:00,385.614990234375
2023-01-06 12:32:00-05:00,385.5799865722656
2023-01-06 12:33:00-05:00,385.5028991699219
2023-01-06 12:34:00-05:00,385.4599914550781
2023-01-06 12:35:00-05:00,385.4599914550781
2023-01-06 12:36:00-05:00,385.5299987792969
2023-01-06 12:37:00-05:00,385.4700012207031
2023-01-06 12:38:00-05:00,385.2799987792969
2023-01-06 12:39:00-05:00,385.3900146484375
2023-01-06 12:40:00-05:00,385.260009765625
2023-01-06 12:41:00-05:00,385.2799987792969
2023-01-06 12:42:00-05:00,385.35009765625
2023-01-06 12:43:00-05:00,385.2300109863281
2023-01-06 12:44:00-05:00,385.25
2023-01-06 12:45:00-05:00,385.3699951171875
2023-01-06 12:46:00-05:00,385.5299987792969
2023-01-06 12:47:00-05:00,385.5350036621094
2023-01-06 12:48:00-05:00,385.6099853515625
2023-01-06 12:49:00-05:00,385.5799865722656
2023-01-06 12:50:00-05:00,385.5400085449219
2023-01-06 12:51:00-05:00,385.3800048828125
2023-01-06 12:52:00-05:00,385.2701110839844
2023-01-06 12:53:00-05:00,385.2850036621094
2023-01-06 12:54:00-05:00,385.30999755859375
2023-01-06 12:55:00-05:00,385.2000122070313
2023-01-06 12:56:00-05:00,385.1200866699219
2023-01-06 12:57:00-05:00,385.05999755859375
2023-01-06 12:58:00-05:00,385.30999755859375
2023-01-06 12:59:00-05:00,385.2449951171875
2023-01-06 13:00:00-05:00,385.43499755859375
2023-01-06 13:01:00-05:00,385.43499755859375
2023-01-06 13:02:00-05:00,385.2149963378906
2023-01-06 13:03:00-05:00,385.2200012207031
2023-01-06 13:04:00-05:00,385.30999755859375
2023-01-06 13:05:00-05:00,385.3999938964844
2023-01-06 13:06:00-05:00,385.5799865722656
2023-01-06 13:07:00-05:00,385.6499938964844
2023-01-06 13:08:00-05:00,385.5499877929688
2023-01-06 13:09:00-05:00,385.5799865722656
2023-01-06 13:10:00-05:00,385.510009765625
2023-01-06 13:11:00-05:00,385.5199890136719
2023-01-06 13:12:00-05:00,385.5400085449219
2023-01-06 13:13:00-05:00,385.84228515625
2023-01-06 13:14:00-05:00,385.8200073242188
2023-01-06 13:15:00-05:00,385.7950134277344
2023-01-06 13:16:00-05:00,385.8399963378906
2023-01-06 13:17:00-05:00,385.6000061035156
2023-01-06 13:18:00-05:00,385.6700134277344
2023-01-06 13:19:00-05:00,385.6900024414063
2023-01-06 13:20:00-05:00,385.6400146484375
2023-01-06 13:21:00-05:00,385.6400146484375
2023-01-06 13:22:00-05:00,385.6626892089844
2023-01-06 13:23:00-05:00,385.6749877929688
2023-01-06 13:24:00-05:00,385.7349853515625
2023-01-06 13:25:00-05:00,385.7950134277344
2023-01-06 13:26:00-05:00,385.9400939941406
2023-01-06 13:27:00-05:00,386.0799865722656
2023-01-06 13:28:00-05:00,386.0899963378906
2023-01-06 13:29:00-05:00,386.010986328125
2023-01-06 13:30:00-05:00,386.1099853515625
2023-01-06 13:31:00-05:00,386.1034851074219
2023-01-06 13:32:00-05:00,386.1600036621094
2023-01-06 13:33:00-05:00,386.2699890136719
2023-01-06 13:34:00-05:00,386.3599853515625
2023-01-06 13:35:00-05:00,386.2300109863281
2023-01-06 13:36:00-05:00,386.2799987792969
2023-01-06 13:37:00-05:00,386.2900085449219
2023-01-06 13:38:00-05:00,386.4100036621094
2023-01-06 13:39:00-05:00,386.489990234375
2023-01-06 13:40:00-05:00,386.5199890136719
2023-01-06 13:41:00-05:00,386.6700134277344
2023-01-06 13:42:00-05:00,386.5950012207031
2023-01-06 13:43:00-05:00,386.4700012207031
2023-01-06 13:44:00-05:00,386.3999938964844
2023-01-06 13:45:00-05:00,386.4700012207031
2023-01-06 13:46:00-05:00,386.3299865722656
2023-01-06 13:47:00-05:00,386.3349914550781
2023-01-06 13:48:00-05:00,386.4826049804688
2023-01-06 13:49:00-05:00,386.4320983886719
2023-01-06 13:50:00-05:00,386.2900085449219
2023-01-06 13:51:00-05:00,386.2699890136719
2023-01-06 13:52:00-05:00,386.2799987792969
2023-01-06 13:53:00-05:00,386.3550109863281
2023-01-06 13:54:00-05:00,386.3830871582031
2023-01-06 13:55:00-05:00,386.4150085449219
2023-01-06 13:56:00-05:00,386.5899963378906
2023-01-06 13:57:00-05:00,386.639892578125
2023-01-06 13:58:00-05:00,386.6700134277344
2023-01-06 13:59:00-05:00,386.55999755859375
2023-01-06 14:00:00-05:00,386.7200012207031
2023-01-06 14:01:00-05:00,386.8500061035156
2023-01-06 14:02:00-05:00,386.8500061035156
2023-01-06 14:03:00-05:00,386.80999755859375
2023-01-06 14:04:00-05:00,386.9299926757813
2023-01-06 14:05:00-05:00,386.9400024414063
2023-01-06 14:06:00-05:00,386.9910888671875
2023-01-06 14:07:00-05:00,386.9299926757813
2023-01-06 14:08:00-05:00,386.7999877929688
2023-01-06 14:09:00-05:00,386.9201049804688
2023-01-06 14:10:00-05:00,387.0499877929688
2023-01-06 14:11:00-05:00,387.1700134277344
2023-01-06 14:12:00-05:00,387.2200927734375
2023-01-06 14:13:00-05:00,387.3900146484375
2023-01-06 14:14:00-05:00,387.4200134277344
2023-01-06 14:15:00-05:00,387.4700012207031
2023-01-06 14:16:00-05:00,387.5199890136719
2023-01-06 14:17:00-05:00,387.5
2023-01-06 14:18:00-05:00,387.5799865722656
2023-01-06 14:19:00-05:00,387.5700073242188
2023-01-06 14:20:00-05:00,387.7000122070313
2023-01-06 14:21:00-05:00,387.9800109863281
2023-01-06 14:22:00-05:00,387.9599914550781
2023-01-06 14:23:00-05:00,387.989990234375
2023-01-06 14:24:00-05:00,387.9599914550781
2023-01-06 14:25:00-05:00,387.9800109863281
2023-01-06 14:26:00-05:00,387.9750061035156
2023-01-06 14:27:00-05:00,387.7699890136719
2023-01-06 14:28:00-05:00,387.8200073242188
2023-01-06 14:29:00-05:00,387.6799926757813
2023-01-06 14:30:00-05:00,387.7149963378906
2023-01-06 14:31:00-05:00,387.7799987792969
2023-01-06 14:32:00-05:00,387.8800048828125
2023-01-06 14:33:00-05:00,387.8949890136719
2023-01-06 14:34:00-05:00,387.9500122070313
2023-01-06 14:35:00-05:00,387.8299865722656
2023-01-06 14:36:00-05:00,387.9200134277344
2023-01-06 14:37:00-05:00,387.9800109863281
2023-01-06 14:38:00-05:00,388.0549926757813
2023-01-06 14:39:00-05:00,388.2221984863281
2023-01-06 14:40:00-05:00,388.0
2023-01-06 14:41:00-05:00,388.1400146484375
2023-01-06 14:42:00-05:00,388.1300048828125
2023-01-06 14:43:00-05:00,388.1600036621094
2023-01-06 14:44:00-05:00,388.2699890136719
2023-01-06 14:45:00-05:00,388.1199951171875
2023-01-06 14:46:00-05:00,387.9400024414063
2023-01-06 14:47:00-05:00,387.8900146484375
2023-01-06 14:48:00-05:00,388.0400085449219
2023-01-06 14:49:00-05:00,388.2000122070313
2023-01-06 14:50:00-05:00,388.1701049804688
2023-01-06 14:51:00-05:00,388.2349853515625
2023-01-06 14:52:00-05:00,388.4100036621094
2023-01-06 14:53:00-05:00,388.4100036621094
2023-01-06 14:54:00-05:00,388.5199890136719
2023-01-06 14:55:00-05:00,388.6300048828125
2023-01-06 14:56:00-05:00,388.614990234375
2023-01-06 14:57:00-05:00,388.510009765625
2023-01-06 14:58:00-05:00,388.5299987792969
2023-01-06 14:59:00-05:00,388.5
2023-01-06 15:00:00-05:00,388.5050048828125
2023-01-06 15:01:00-05:00,388.5820007324219
2023-01-06 15:02:00-05:00,388.7749938964844
2023-01-06 15:03:00-05:00,388.9599914550781
2023-01-06 15:04:00-05:00,389.010009765625
2023-01-06 15:05:00-05:00,388.8900146484375
2023-01-06 15:06:00-05:00,389.0299987792969
2023-01-06 15:07:00-05:00,388.9249877929688
2023-01-06 15:08:00-05:00,389.0350036621094
2023-01-06 15:09:00-05:00,388.989990234375
2023-01-06 15:10:00-05:00,389.0499877929688
2023-01-06 15:11:00-05:00,388.8349914550781
2023-01-06 15:12:00-05:00,388.7900085449219
2023-01-06 15:13:00-05:00,388.75
2023-01-06 15:14:00-05:00,388.8800048828125
2023-01-06 15:15:00-05:00,389.0499877929688
2023-01-06 15:16:00-05:00,389.10009765625
2023-01-06 15:17:00-05:00,388.9200134277344
2023-01-06 15:18:00-05:00,388.7149963378906
2023-01-06 15:19:00-05:00,388.635009765625
2023-01-06 15:20:00-05:00,388.4400024414063
2023-01-06 15:21:00-05:00,388.2650146484375
2023-01-06 15:22:00-05:00,388.3200073242188
2023-01-06 15:23:00-05:00,388.5
2023-01-06 15:24:00-05:00,388.4500122070313
2023-01-06 15:25:00-05:00,388.5
2023-01-06 15:26:00-05:00,388.3599853515625
2023-01-06 15:27:00-05:00,388.2999877929688
2023-01-06 15:28:00-05:00,388.3250122070313
2023-01-06 15:29:00-05:00,388.2999877929688
2023-01-06 15:30:00-05:00,388.3599853515625
2023-01-06 15:31:00-05:00,388.635009765625
2023-01-06 15:32:00-05:00,388.7500915527344
2023-01-06 15:33:00-05:00,388.6099853515625
2023-01-06 15:34:00-05:00,388.6099853515625
2023-01-06 15:35:00-05:00,388.6799926757813
2023-01-06 15:36:00-05:00,388.55999755859375
2023-01-06 15:37:00-05:00,388.55999755859375
2023-01-06 15:38:00-05:00,388.4800109863281
2023-01-06 15:39:00-05:00,388.4551086425781
2023-01-06 15:40:00-05:00,388.7000122070313
2023-01-06 15:41:00-05:00,388.7650146484375
2023-01-06 15:42:00-05:00,388.7900085449219
2023-01-06 15:43:00-05:00,388.7999877929688
2023-01-06 15:44:00-05:00,388.8399963378906
2023-01-06 15:45:00-05:00,388.80999755859375
2023-01-06 15:46:00-05:00,388.9100036621094
2023-01-06 15:47:00-05:00,388.8800048828125
2023-01-06 15:48:00-05:00,388.739990234375
2023-01-06 15:49:00-05:00,388.4800109863281
2023-01-06 15:50:00-05:00,388.0400085449219
2023-01-06 15:51:00-05:00,387.9400024414063
2023-01-06 15:52:00-05:00,388.02880859375
2023-01-06 15:53:00-05:00,387.9800109863281
2023-01-06 15:54:00-05:00,387.80999755859375
2023-01-06 15:55:00-05:00,387.8399963378906
2023-01-06 15:56:00-05:00,387.8399963378906
2023-01-06 15:57:00-05:00,387.7449951171875
2023-01-06 15:58:00-05:00,387.7300109863281
2023-01-06 15:59:00-05:00,387.8900146484375
2023-01-06 16:00:00-05:00,379.4127
2023-01-06 16:01:00-05:00,379.4127
2023-01-06 16:02:00-05:00,387.89
2023-01-06 16:03:00-05:00,387.85
2023-01-06 16:04:00-05:00,387.58
2023-01-06 16:05:00-05:00,387.6
2023-01-06 16:06:00-05:00,387.79
2023-01-06 16:07:00-05:00,387.77
2023-01-06 16:08:00-05:00,379.4127
2023-01-06 16:09:00-05:00,387.8
2023-01-06 16:10:00-05:00,387.74
2023-01-06 16:11:00-05:00,387.71
2023-01-06 16:12:00-05:00,387.75
2023-01-06 16:13:00-05:00,387.8
2023-01-06 16:14:00-05:00,379.4127
2023-01-06 16:15:00-05:00,387.75
2023-01-06 16:16:00-05:00,387.76
2023-01-06 16:17:00-05:00,387.87
2023-01-06 16:18:00-05:00,387.83
2023-01-06 16:19:00-05:00,387.75
2023-01-06 16:20:00-05:00,387.78
2023-01-06 16:21:00-05:00,387.8
2023-01-06 16:22:00-05:00,387.81
2023-01-06 16:23:00-05:00,387.81
2023-01-06 16:24:00-05:00,387.84
2023-01-06 16:25:00-05:00,387.8
2023-01-06 16:26:00-05:00,387.8
2023-01-06 16:27:00-05:00,387.815
2023-01-06 16:28:00-05:00,387.83
2023-01-06 16:29:00-05:00,379.4127
2023-01-06 16:30:00-05:00,379.4127
2023-01-06 16:31:00-05:00,387.81
2023-01-06 16:32:00-05:00,387.8
2023-01-06 16:33:00-05:00,387.76
2023-01-06 16:34:00-05:00,387.79
2023-01-06 16:35:00-05:00,387.81
2023-01-06 16:36:00-05:00,387.8
2023-01-06 16:37:00-05:00,387.81
2023-01-06 16:38:00-05:00,387.81
2023-01-06 16:39:00-05:00,387.82
2023-01-06 16:40:00-05:00,387.78
2023-01-06 16:41:00-05:00,387.78
2023-01-06 16:42:00-05:00,387.85
2023-01-06 16:43:00-05:00,387.85
2023-01-06 16:44:00-05:00,387.88
2023-01-06 16:45:00-05:00,387.88
2023-01-06 16:46:00-05:00,387.8107
2023-01-06 16:47:00-05:00,387.83
2023-01-06 16:48:00-05:00,387.825
2023-01-06 16:49:00-05:00,387.79
2023-01-06 16:50:00-05:00,387.76
2023-01-06 16:51:00-05:00,387.79
2023-01-06 16:52:00-05:00,387.79
2023-01-06 16:53:00-05:00,387.79
2023-01-06 16:54:00-05:00,387.78
2023-01-06 16:55:00-05:00,387.77
2023-01-06 16:56:00-05:00,387.79
2023-01-06 16:57:00-05:00,387.78
2023-01-06 16:58:00-05:00,387.78
2023-01-06 16:59:00-05:00,387.78
2023-01-06 17:00:00-05:00,387.75
2023-01-06 17:01:00-05:00,387.73
2023-01-06 17:02:00-05:00,387.79
2023-01-06 17:03:00-05:00,387.79
2023-01-06 17:04:00-05:00,387.79
2023-01-06 17:05:00-05:00,387.79
2023-01-06 17:06:00-05:00,387.79
2023-01-06 17:07:00-05:00,387.79
2023-01-06 17:08:00-05:00,387.76
2023-01-06 17:09:00-05:00,387.76
2023-01-06 17:10:00-05:00,387.75
2023-01-06 17:11:00-05:00,387.75
2023-01-06 17:12:00-05:00,387.8
2023-01-06 17:13:00-05:00,387.8
2023-01-06 17:14:00-05:00,387.8
2023-01-06 17:15:00-05:00,387.8
2023-01-06 17:16:00-05:00,387.8
2023-01-06 17:17:00-05:00,387.81
2023-01-06 17:18:00-05:00,387.8
2023-01-06 17:19:00-05:00,387.81
2023-01-06 17:20:00-05:00,387.8
2023-01-06 17:21:00-05:00,387.8
2023-01-06 17:22:00-05:00,387.805
2023-01-06 17:23:00-05:00,387.8
2023-01-06 17:24:00-05:00,387.81
2023-01-06 17:25:00-05:00,387.81
2023-01-06 17:26:00-05:00,387.825
2023-01-06 17:27:00-05:00,387.81
2023-01-06 17:28:00-05:00,387.81
2023-01-06 17:29:00-05:00,387.81
2023-01-06 17:30:00-05:00,387.82
2023-01-06 17:31:00-05:00,387.8
2023-01-06 17:32:00-05:00,387.8
2023-01-06 17:33:00-05:00,387.82
2023-01-06 17:34:00-05:00,387.81
2023-01-06 17:35:00-05:00,387.82
2023-01-06 17:36:00-05:00,387.8
2023-01-06 17:37:00-05:00,387.8
2023-01-06 17:38:00-05:00,387.77
2023-01-06 17:39:00-05:00,387.76
2023-01-06 17:40:00-05:00,387.71
2023-01-06 17:41:00-05:00,387.63
2023-01-06 17:42:00-05:00,387.585
2023-01-06 17:43:00-05:00,387.63
2023-01-06 17:44:00-05:00,387.83
2023-01-06 17:45:00-05:00,387.83
2023-01-06 17:46:00-05:00,387.78
2023-01-06 17:47:00-05:00,387.71
2023-01-06 17:48:00-05:00,387.83
2023-01-06 17:49:00-05:00,387.875
2023-01-06 17:50:00-05:00,387.79
2023-01-06 17:51:00-05:00,387.75
2023-01-06 17:52:00-05:00,387.76
2023-01-06 17:53:00-05:00,387.8
2023-01-06 17:54:00-05:00,387.81
2023-01-06 17:55:00-05:00,387.81
2023-01-06 17:56:00-05:00,387.81
2023-01-06 17:57:00-05:00,387.81
2023-01-06 17:58:00-05:00,387.81
2023-01-06 17:59:00-05:00,387.82
2023-01-06 18:00:00-05:00,387.82
2023-01-06 18:01:00-05:00,387.84
2023-01-06 18:02:00-05:00,387.83
2023-01-06 18:03:00-05:00,387.85
2023-01-06 18:04:00-05:00,387.85
2023-01-06 18:05:00-05:00,387.85
2023-01-06 18:06:00-05:00,387.85
2023-01-06 18:07:00-05:00,387.85
2023-01-06 18:08:00-05:00,387.85
2023-01-06 18:09:00-05:00,387.85
2023-01-06 18:10:00-05:00,387.85
2023-01-06 18:11:00-05:00,387.85
2023-01-06 18:12:00-05:00,387.83
2023-01-06 18:13:00-05:00,387.81
2023-01-06 18:14:00-05:00,387.82
2023-01-06 18:15:00-05:00,387.835
2023-01-06 18:16:00-05:00,387.81
2023-01-06 18:17:00-05:00,387.81
2023-01-06 18:18:00-05:00,387.82
2023-01-06 18:19:00-05:00,387.83
2023-01-06 18:20:00-05:00,387.81
2023-01-06 18:21:00-05:00,387.81
2023-01-06 18:22:00-05:00,387.82
2023-01-06 18:23:00-05:00,387.815
2023-01-06 18:24:00-05:00,387.81
2023-01-06 18:25:00-05:00,387.82
2023-01-06 18:26:00-05:00,387.815
2023-01-06 18:27:00-05:00,387.81
2023-01-06 18:28:00-05:00,387.81
2023-01-06 18:29:00-05:00,387.81
2023-01-06 18:30:00-05:00,387.75
2023-01-06 18:31:00-05:00,387.74
2023-01-06 18:32:00-05:00,386.8499
2023-01-06 18:33:00-05:00,387.77
2023-01-06 18:34:00-05:00,387.75
2023-01-06 18:35:00-05:00,387.75
2023-01-06 18:36:00-05:00,387.77
2023-01-06 18:37:00-05:00,387.75
2023-01-06 18:38:00-05:00,387.8
2023-01-06 18:39:00-05:00,387.8
2023-01-06 18:40:00-05:00,387.82
2023-01-06 18:41:00-05:00,387.81
2023-01-06 18:42:00-05:00,387.83
2023-01-06 18:43:00-05:00,387.81
2023-01-06 18:44:00-05:00,387.81
2023-01-06 18:45:00-05:00,387.84
2023-01-06 18:46:00-05:00,387.81
2023-01-06 18:47:00-05:00,387.83
2023-01-06 18:48:00-05:00,387.84
2023-01-06 18:49:00-05:00,387.81
2023-01-06 18:50:00-05:00,387.81
2023-01-06 18:51:00-05:00,387.775
2023-01-06 18:52:00-05:00,387.73
2023-01-06 18:53:00-05:00,387.75
2023-01-06 18:54:00-05:00,387.75
2023-01-06 18:55:00-05:00,387.74
2023-01-06 18:56:00-05:00,387.78
2023-01-06 18:57:00-05:00,387.785
2023-01-06 18:58:00-05:00,387.78
2023-01-06 18:59:00-05:00,387.75
2023-01-06 19:00:00-05:00,387.75
2023-01-06 19:01:00-05:00,387.76
2023-01-06 19:02:00-05:00,387.78
2023-01-06 19:03:00-05:00,387.78
2023-01-06 19:04:00-05:00,387.81
2023-01-06 19:05:00-05:00,387.81
2023-01-06 19:06:00-05:00,387.79
2023-01-06 19:07:00-05:00,387.76
2023-01-06 19:08:00-05:00,387.765
2023-01-06 19:09:00-05:00,387.75
2023-01-06 19:10:00-05:00,387.75
2023-01-06 19:11:00-05:00,387.73
2023-01-06 19:12:00-05:00,387.75
2023-01-06 19:13:00-05:00,387.74
2023-01-06 19:14:00-05:00,386.38
2023-01-06 19:15:00-05:00,387.62
2023-01-06 19:16:00-05:00,387.5
2023-01-06 19:17:00-05:00,387.58
2023-01-06 19:18:00-05:00,387.55
2023-01-06 19:19:00-05:00,387.58
2023-01-06 19:20:00-05:00,387.6
2023-01-06 19:21:00-05:00,387.57
2023-01-06 19:22:00-05:00,387.6
2023-01-06 19:23:00-05:00,387.56
2023-01-06 19:24:00-05:00,387.565
2023-01-06 19:25:00-05:00,387.58
2023-01-06 19:26:00-05:00,387.59
2023-01-06 19:27:00-05:00,387.63
2023-01-06 19:28:00-05:00,387.63
2023-01-06 19:29:00-05:00,387.6
2023-01-06 19:30:00-05:00,387.61
2023-01-06 19:31:00-05:00,387.61
2023-01-06 19:32:00-05:00,387.6196
2023-01-06 19:33:00-05:00,387.65
2023-01-06 19:34:00-05:00,387.65
2023-01-06 19:35:00-05:00,387.665
2023-01-06 19:36:00-05:00,387.65
2023-01-06 19:37:00-05:00,387.65
2023-01-06 19:38:00-05:00,387.66
2023-01-06 19:39:00-05:00,387.65
2023-01-06 19:40:00-05:00,387.65
2023-01-06 19:41:00-05:00,387.65
2023-01-06 19:42:00-05:00,387.665
2023-01-06 19:43:00-05:00,387.665
2023-01-06 19:44:00-05:00,387.66
2023-01-06 19:45:00-05:00,387.66
2023-01-06 19:46:00-05:00,387.67
2023-01-06 19:47:00-05:00,387.66
2023-01-06 19:48:00-05:00,387.65
2023-01-06 19:49:00-05:00,387.615
2023-01-06 19:50:00-05:00,387.58
2023-01-06 19:51:00-05:00,387.56
2023-01-06 19:52:00-05:00,387.53
2023-01-06 19:53:00-05:00,387.51
2023-01-06 19:54:00-05:00,387.54
2023-01-06 19:55:00-05:00,387.51
2023-01-06 19:56:00-05:00,387.575
2023-01-06 19:57:00-05:00,387.57
2023-01-06 19:58:00-05:00,387.55
2023-01-06 19:59:00-05:00,387.56
2023-01-09 04:00:00-05:00,388.15
2023-01-09 04:01:00-05:00,388.57
2023-01-09 04:02:00-05:00,388.6
2023-01-09 04:03:00-05:00,388.71
2023-01-09 04:04:00-05:00,388.79
2023-01-09 04:05:00-05:00,388.85
2023-01-09 04:06:00-05:00,388.85
2023-01-09 04:07:00-05:00,388.73
2023-01-09 04:09:00-05:00,388.73
2023-01-09 04:10:00-05:00,388.77
2023-01-09 04:11:00-05:00,388.8
2023-01-09 04:12:00-05:00,388.97
2023-01-09 04:13:00-05:00,388.87
2023-01-09 04:14:00-05:00,388.95
2023-01-09 04:15:00-05:00,388.9
2023-01-09 04:16:00-05:00,388.85
2023-01-09 04:17:00-05:00,389.0
2023-01-09 04:18:00-05:00,389.11
2023-01-09 04:19:00-05:00,389.16
2023-01-09 04:20:00-05:00,389.18
2023-01-09 04:21:00-05:00,389.23
2023-01-09 04:22:00-05:00,389.19
2023-01-09 04:23:00-05:00,389.24
2023-01-09 04:24:00-05:00,389.17
2023-01-09 04:25:00-05:00,389.38
2023-01-09 04:26:00-05:00,389.36
2023-01-09 04:27:00-05:00,389.21
2023-01-09 04:28:00-05:00,389.23
2023-01-09 04:29:00-05:00,389.3
2023-01-09 04:30:00-05:00,389.24
2023-01-09 04:31:00-05:00,389.34
2023-01-09 04:32:00-05:00,389.29
2023-01-09 04:33:00-05:00,389.37
2023-01-09 04:34:00-05:00,389.4
2023-01-09 04:35:00-05:00,389.36
2023-01-09 04:36:00-05:00,389.53
2023-01-09 04:37:00-05:00,389.45
2023-01-09 04:38:00-05:00,389.45
2023-01-09 04:40:00-05:00,389.42
2023-01-09 04:41:00-05:00,389.52
2023-01-09 04:42:00-05:00,389.46
2023-01-09 04:43:00-05:00,389.49
2023-01-09 04:44:00-05:00,389.55
2023-01-09 04:45:00-05:00,389.72
2023-01-09 04:46:00-05:00,389.63
2023-01-09 04:47:00-05:00,389.75
2023-01-09 04:48:00-05:00,389.75
2023-01-09 04:49:00-05:00,389.68
2023-01-09 04:51:00-05:00,389.57
2023-01-09 04:52:00-05:00,389.44
2023-01-09 04:53:00-05:00,389.42
2023-01-09 04:54:00-05:00,389.38
2023-01-09 04:55:00-05:00,389.34
2023-01-09 04:56:00-05:00,389.37
2023-01-09 04:57:00-05:00,389.37
2023-01-09 04:58:00-05:00,389.35
2023-01-09 04:59:00-05:00,389.37
2023-01-09 05:00:00-05:00,389.35
2023-01-09 05:01:00-05:00,389.35
2023-01-09 05:02:00-05:00,389.36
2023-01-09 05:03:00-05:00,389.35
2023-01-09 05:04:00-05:00,389.31
2023-01-09 05:05:00-05:00,389.33
2023-01-09 05:06:00-05:00,389.4
2023-01-09 05:07:00-05:00,389.47
2023-01-09 05:08:00-05:00,389.59
2023-01-09 05:09:00-05:00,389.45
2023-01-09 05:10:00-05:00,389.45
2023-01-09 05:11:00-05:00,389.47
2023-01-09 05:12:00-05:00,389.47
2023-01-09 05:13:00-05:00,389.6
2023-01-09 05:14:00-05:00,389.65
2023-01-09 05:15:00-05:00,389.5
2023-01-09 05:16:00-05:00,389.5
2023-01-09 05:17:00-05:00,389.51
2023-01-09 05:18:00-05:00,389.66
2023-01-09 05:19:00-05:00,389.7
2023-01-09 05:20:00-05:00,389.75
2023-01-09 05:21:00-05:00,389.78
2023-01-09 05:22:00-05:00,389.83
2023-01-09 05:23:00-05:00,389.8
2023-01-09 05:24:00-05:00,389.79
2023-01-09 05:25:00-05:00,389.75
2023-01-09 05:26:00-05:00,389.84
2023-01-09 05:27:00-05:00,389.84
2023-01-09 05:28:00-05:00,389.7
2023-01-09 05:29:00-05:00,389.71
2023-01-09 05:30:00-05:00,389.69
2023-01-09 05:31:00-05:00,389.65
2023-01-09 05:32:00-05:00,389.64
2023-01-09 05:33:00-05:00,389.5
2023-01-09 05:34:00-05:00,389.45
2023-01-09 05:35:00-05:00,389.65
2023-01-09 05:36:00-05:00,389.6
2023-01-09 05:37:00-05:00,389.54
2023-01-09 05:38:00-05:00,389.5
